rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
164,"spotify:track:0UbftifCuaos8xnNT1K8Us","MJ Records, Panda, Ícaro e Gilmar, Humberto & Ronaldo, Luan Pereira, Bruno & Denner, Mariana Fagundes, Rafael Quadros, CDB","Insegurança / Fim de Noite - Ao Vivo","Sony Music Entertainment",164,-1,1,"1282189"
165,"spotify:track:4tgLMOHoZlWRmEMclryt6T","Oruam, Chefin, Salvador Da Rima, Real Fuba, Elow, Kabeh, Vertigo, NovaChance","Gangstar","MSTT Records",32,136,9,"1274026"
166,"spotify:track:0EkzXM68Nxbx45Mguj8Ead","Henrique & Juliano","5 Km (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",116,164,25,"1270051"
167,"spotify:track:2T6bX3rxdMc9V7ErfOB5yG","El De Las R's","Beretta (De Los Cerros La Escuela)","Dinero Nuevo Records",167,169,3,"1263629"
168,"spotify:track:6epn3r7S14KUqlReYr77hA","Justin Bieber, Ludacris","Baby","RBMG/Def Jam",168,-1,1,"1258310"
169,"spotify:track:7evftBiobEwWOwfxiTnnKc","Jorge & Mateus","Calma","Som Livre",133,141,7,"1255001"
170,"spotify:track:280QfKhmWGn3LbyB39aA7u","Léo Foguete","Cópia Proibida","Sua Música Digital",5,153,76,"1252271"
171,"spotify:track:6JKkP9ABQzYZUFSKSVDKIc","1Kilo, Baviera, Knust, Pablo Martins","Deixe Me Ir (feat. Pablo Martins) - Acústico 1Kilo","1Kilo Records",1,190,183,"1247787"
172,"spotify:track:4l2Fyw7EYB5XjcKwqcwuHQ","DJ Zigão, MC Roger","Tô na Brasilia com o Zigão","MSTT RECORDS",18,171,29,"1247614"
173,"spotify:track:5GYbkDveRD2I8M5ZJ14hWn","Justin Bieber, Jaden","Never Say Never","RBMG/Def Jam",173,-1,1,"1247579"
174,"spotify:track:6Qyc6fS4DsZjB2mRW9DsQs","The Goo Goo Dolls","Iris","Warner Records",147,-1,17,"1246997"
175,"spotify:track:7so0lgd0zP2Sbgs2d7a1SZ","Lady Gaga, Bruno Mars","Die With A Smile","Interscope Records",5,193,86,"1246637"
176,"spotify:track:55PclCORPD6GpFEUva4MOX","Diggo, Léo Santana","Hipnotiza","Diggo",133,162,3,"1241317"
177,"spotify:track:2nkaw0AGEhUzXhykS4TunP","Patrick Costa, Henrique & Juliano, Xand Avião","Lembranças De Amor / Quando Você Some / Morango Do Nordeste / Dou A Vida Por Um Beijo - Ao Vivo","Universal Music Ltda (S&D)",60,-1,7,"1236295"
178,"spotify:track:4lbPwb1Beo7JU2VwuJRTeR","Henrique & Diego, MC Guime","Suíte 14 - Ao Vivo","Sony Music Entertainment",61,152,37,"1234271"
179,"spotify:track:3OWSHDzbEdLPQ30vjRxOxo","Fernandinho","Santo Pra Sempre - Ao Vivo no Mineirão","Faz Chover Produções LTDA.",150,150,11,"1228905"
180,"spotify:track:00j16DuIL1HPHjjLMNcYX0","BK, Luccas Carlos, Arit","Planos","Pirâmide Perdida Records",151,151,7,"1223355"
181,"spotify:track:54TwNxgRorpA9lsStXcv0k","Cristiano Araújo","Caso Indefinido - Ao Vivo","Som Livre",102,163,13,"1221866"
182,"spotify:track:1rkP1QTDKqKUNkBMqauUz7","2ZDinizz, Camila Zasoul, HHR","Te Encontrar na Lapa","HHR Records",182,-1,1,"1220982"
183,"spotify:track:6ccKu0LwJzOhLAxBwP2PTk","Jorge & Mateus","Os Anjos Cantam","Som Livre",134,191,24,"1214888"
184,"spotify:track:43c197p2AGFQPDmLZ0FRQ4","MC Meno K, Fepache, DJ Oreia, DJ Hyago","A Firma Segue Lucrando","BOLOLO REC",59,158,18,"1214804"
185,"spotify:track:5JC2ezFSbkVi4Js4byzKoj","MC Cabelinho, Bob do Contra, Azzy, Filipe Ret, Dudu, Xamã, Orochi, Maquiny, Pineapple StormTv","Poesia Acústica #6 Era uma Vez","Pineapple StormTV",18,195,241,"1214284"
186,"spotify:track:4c4tcqYfqiFc527gqNdRE5","Clayton & Romário, Zé Felipe","Se Eu Te Perdoar - Ao Vivo","WM Brazil",6,166,31,"1213702"
187,"spotify:track:02kFVcD4kyo5FH8bU8cipP","Mc Negão Original, DJ Guh Mix, Marquinho no Beat","Ai Se Seu Closet Falasse (Semi Nua)","WM Brazil",118,183,7,"1213215"
188,"spotify:track:0rosNwHC9T8YNu3EvXLPfX","Ferrugem","Me Bloqueia (Ao Vivo)","WM Brazil",65,188,71,"1203844"
189,"spotify:track:3XLY1NoGu6RPGYaRjGX68T","Henrique & Juliano","Como É Que A Gente Fica (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",23,175,178,"1202082"
190,"spotify:track:5q0NlM6Pm8Pp3orq7zGiRn","Matheus & Kauan, Jorge & Mateus","Quarta Cadeira - Ao Vivo","Universal Music Ltda.",10,-1,136,"1200534"
191,"spotify:track:4KNp4EZh6K7qL9lVt3OL3G","DJ Japa NK, Zago, Mc Lele JP","Hoje Eu Contei 100K No 7","2025 Kondzilla Nova Era",89,165,19,"1198858"
192,"spotify:track:1Otolzb8QH4OnBc0zlbjjF","Zé Neto & Cristiano","Oi, Tudo Bem? - Ao Vivo","Som Livre",192,-1,1,"1193806"
193,"spotify:track:3lKOC96UdjCG47HZDJVyih","Simone Mendes","Saudade Proibida - Ao Vivo","Universal Music Ltda.",1,182,54,"1193645"
194,"spotify:track:2Xl5RwcGn1aQFhpoexDmqA","MC Jvila, Mc Negão Original, DJ Dael","Pirocada Quente 2","Legenda Records",194,-1,1,"1191795"
195,"spotify:track:3sK8wGT43QFpWrvNQsrQya","Bad Bunny","DtMF","Rimas Entertainment LLC.",14,160,18,"1190601"
196,"spotify:track:4HQByPPgZOGbzvgJFZX61K","Diego & Victor Hugo, Henrique & Juliano","O Alvo (feat. Henrique & Juliano) - Ao Vivo","Sony Music Entertainment",12,-1,103,"1189768"
197,"spotify:track:4HQ4VFKOJRnTGZlYOOgrr6","Orgânico, Lourena, Sant, Léo Casa 1, Rap Box","Dizeres (Undaiá)","Casa 1 Records",65,194,48,"1188034"
198,"spotify:track:50kpGaPAhYJ3sGmk6vplg0","Justin Bieber","Love Yourself","RBMG/Def Jam",89,-1,33,"1186881"
199,"spotify:track:3kpWSH8AGR9MkGinPA4XDJ","Get Worship, Get Records, Melk Villar, Vinicius Cruz","Um Novo Dia - Ao Vivo","Get Records",89,-1,12,"1184571"
200,"spotify:track:3wOVc6yaWVvn40pToer2y3","Panda, MJ Records","Porcelanato - Ao Vivo","Sony Music Entertainment",83,-1,6,"1184088"
