date,artist_name,spotify_id,followers,popularity
2026-04-18,MC GH Original,6TlHQuC7PJX1Ki2AjN7YAy,45385,63
2026-04-18,MC RN do Capão,0ktgQZv6VIj48TP9VupyFB,111730,65
2026-04-18,Yasmin Sensação,30tExRU8h8VOiCeL9ia2aK,103868,63
2026-04-18,NandaTsunami,0bTjZS6jUVce4Sa7aMIFYk,255505,68
2026-04-18,Henrique & Juliano,3p7PcrEHaaKLJnPUGOtRlT,33037029,85
2026-04-18,Aaron Modesto,48yaM25WLHmQZXx5NN3DYH,41071,68
2026-04-18,Mc Morena,28QnIZpWxKcxuSk4iRLUgX,54598,69
2026-04-18,Melk Villar,2aE9MDAGfmKUGmTTKWjKCn,75339,58
2026-04-18,DJ Guh Mix,3zG4hHVlA4xIX5jwvOa2KD,236755,74
2026-04-18,Marquinho no Beat,4Z9aFsrQeXQbKIOryEkfqe,137575,70
2026-04-18,DJ GORDINHO DA VF,2isWi9fP3idxCaGPPEelEQ,28627,68
2026-04-18,Bvga Beatz,7saGN6a32YNpiMPo2SWJxE,68705,69
2026-04-18,Mc Rodrigo do CN,54bV1pHNm5h5EcEgMis1RC,355902,77
2026-04-18,Mc Jhey,34giN3qeTOdgDSJIdtIMdm,521543,71
2026-04-18,DJ DAVI DOGDOG,5ffbqOCrcxCejQ7oqfWXm9,150670,75
2026-04-18,Boladin 211,2xOLGU5UNLV3KQSFteF8ZW,784650,70
2026-04-18,Vinicius Cruz,0cb8UlJzotLRPM0L0wfm4V,11686,62
2026-04-18,Dj Andrabeat,1Zg9Zp2NMNIBUiazqAHr1C,47525,65
2026-04-18,DJ Kaioken,1aQbanZ6xPrOtTYtsMdm3Q,5766,55
2026-04-18,Torelli,5JXS7XaVoUTFBUHaS4RMxu,590,60
2026-04-18,Dj Felipe Maia,5xtHPJpaKmn16wr3JNA0na,15038,55
2026-04-18,Gubeatz,3onpHCaIChS7saQn7fYncx,13307,60
2026-04-18,Mc Jacaré,6qrqAYlS6lUj2BVXax7SZW,1447471,77
