rank,track_name,artist_name,listeners,mbid,url,date,country
161,Boys Don't Cry,The Cure,15780,0084450d-ee80-4331-ab66-34227997155c,https://www.last.fm/music/The+Cure/_/Boys+Don%27t+Cry,2026-04-22,Brazil
162,favorite crime,Olivia Rodrigo,15769,022110af-b8c7-44fc-b5e7-d49619bd894b,https://www.last.fm/music/Olivia+Rodrigo/_/favorite+crime,2026-04-22,Brazil
163,Ribs,Lorde,15708,0262883c-af38-47d5-83cb-7b2c0839c250,https://www.last.fm/music/Lorde/_/Ribs,2026-04-22,Brazil
164,Why'd You Only Call Me When You're High?,Arctic Monkeys,15596,0010ad5c-c128-4603-b85e-5cb433e6e00d,https://www.last.fm/music/Arctic+Monkeys/_/Why%27d+You+Only+Call+Me+When+You%27re+High%3F,2026-04-22,Brazil
165,505,Arctic Monkeys,15565,00d0985d-278e-4a72-b959-fc184a1ce990,https://www.last.fm/music/Arctic+Monkeys/_/505,2026-04-22,Brazil
166,drivers license,Olivia Rodrigo,15523,00a280d6-c312-4340-830e-3e189c6e9560,https://www.last.fm/music/Olivia+Rodrigo/_/drivers+license,2026-04-22,Brazil
167,Judas,Lady Gaga,15518,0123f8e5-fb17-3b29-ae14-76454d46aa72,https://www.last.fm/music/Lady+Gaga/_/Judas,2026-04-22,Brazil
168,So Easy (To Fall In Love),Olivia Dean,15505,17b3a0f2-3819-4b64-8284-dfda276f6a63,https://www.last.fm/music/Olivia+Dean/_/So+Easy+(To+Fall+In+Love),2026-04-22,Brazil
169,undressed,sombr,15475,4f720de8-5e2b-44df-814c-3fcefb9cb493,https://www.last.fm/music/sombr/_/undressed,2026-04-22,Brazil
170,Aerials,System of a Down,15401,094431ef-a693-4daa-9bff-fcb1c107dc08,https://www.last.fm/music/System+of+a+Down/_/Aerials,2026-04-22,Brazil
171,ARE WE STILL FRIENDS?,"Tyler, The Creator",15398,09884f35-fd29-405a-88af-e192200da238,"https://www.last.fm/music/Tyler,+The+Creator/_/ARE+WE+STILL+FRIENDS%3F",2026-04-22,Brazil
172,The Chain - 2004 Remaster,Fleetwood Mac,15350,cd06c484-9319-4376-a104-504871e19756,https://www.last.fm/music/Fleetwood+Mac/_/The+Chain+-+2004+Remaster,2026-04-22,Brazil
173,Anjo,Marina Sena,15340,d49363e3-7ce8-4d15-ab73-b3569c34fb9f,https://www.last.fm/music/Marina+Sena/_/Anjo,2026-04-22,Brazil
174,Feel Good Inc.,Gorillaz,15326,00b527e3-4f83-36b5-b448-e90ff86d9099,https://www.last.fm/music/Gorillaz/_/Feel+Good+Inc.,2026-04-22,Brazil
175,like JENNIE,Jennie,15320,1e35cc2f-e6da-4496-8917-98a8fdd3a383,https://www.last.fm/music/Jennie/_/like+JENNIE,2026-04-22,Brazil
176,Lush Life,Zara Larsson,15296,005e43bc-ada9-4648-b92f-e3da9a48b2f1,https://www.last.fm/music/Zara+Larsson/_/Lush+Life,2026-04-22,Brazil
177,Sangue Latino,Secos & Molhados,15273,0ea43d27-1223-3e53-8162-f9650168017a,https://www.last.fm/music/Secos+&+Molhados/_/Sangue+Latino,2026-04-22,Brazil
178,Catch Catch,Yena,15259,a7d9356c-bd53-4d15-86c9-d9799047bda1,https://www.last.fm/music/Yena/_/Catch+Catch,2026-04-22,Brazil
179,No One Noticed,The Marías,15151,56a4c981-da81-4f1f-a382-bbb94f0ba319,https://www.last.fm/music/The+Mar%C3%ADas/_/No+One+Noticed,2026-04-22,Brazil
180,Every Breath You Take,The Police,15138,00aac12d-7ed9-47d7-93e1-ca7f3712b46b,https://www.last.fm/music/The+Police/_/Every+Breath+You+Take,2026-04-22,Brazil
181,Oceano,Djavan,15138,18212e5b-85a2-384f-b86d-65cd7fe18ea3,https://www.last.fm/music/Djavan/_/Oceano,2026-04-22,Brazil
182,HOT TO GO!,Chappell Roan,15128,49a0c2c2-e777-4c0b-896d-1940efef1bea,https://www.last.fm/music/Chappell+Roan/_/HOT+TO+GO%21,2026-04-22,Brazil
183,Loira Gelada,Luísa Sonza,15101,ab70732f-502f-44c3-aeab-29fc164d478d,https://www.last.fm/music/Lu%C3%ADsa+Sonza/_/Loira+Gelada,2026-04-22,Brazil
184,Sports car,Tate McRae,15090,62cabe70-9c46-4d9a-899c-91c361b679d8,https://www.last.fm/music/Tate+McRae/_/Sports+car,2026-04-22,Brazil
185,In the End,Linkin Park,14989,000125d9-cf0d-3354-926b-704befae9577,https://www.last.fm/music/Linkin+Park/_/In+the+End,2026-04-22,Brazil
186,NUEVAYoL,Bad Bunny,14981,0780271f-9882-4e41-ba9a-546c69bcb914,https://www.last.fm/music/Bad+Bunny/_/NUEVAYoL,2026-04-22,Brazil
187,all-american bitch,Olivia Rodrigo,14951,239319ea-823c-42db-95f7-f80959232ceb,https://www.last.fm/music/Olivia+Rodrigo/_/all-american+bitch,2026-04-22,Brazil
188,I'M ACTUALLY KINDA FAMOUS,Slayyyter,14931,5fff70a4-994c-41fe-8857-f319ff59a442,https://www.last.fm/music/Slayyyter/_/I%27M+ACTUALLY+KINDA+FAMOUS,2026-04-22,Brazil
189,SLOW DANCING IN THE DARK,Joji,14929,0131d153-659e-4f84-9482-b67ad9b5ad3b,https://www.last.fm/music/Joji/_/SLOW+DANCING+IN+THE+DARK,2026-04-22,Brazil
190,Heaven Knows I'm Miserable Now - 2011 Remaster,The Smiths,14928,31fcd8eb-9174-4d31-a6fe-5c3a25e3a8c2,https://www.last.fm/music/The+Smiths/_/Heaven+Knows+I%27m+Miserable+Now+-+2011+Remaster,2026-04-22,Brazil
191,Pink Pony Club,Chappell Roan,14925,0ce53184-5289-4792-8f4e-e807b4ebece9,https://www.last.fm/music/Chappell+Roan/_/Pink+Pony+Club,2026-04-22,Brazil
192,pretty isn’t pretty,Olivia Rodrigo,14858,,https://www.last.fm/music/Olivia+Rodrigo/_/pretty+isn%E2%80%99t+pretty,2026-04-22,Brazil
193,$T. LOSER,Slayyyter,14849,17c4a5c7-4cca-4081-b1a9-7105b274f324,https://www.last.fm/music/Slayyyter/_/$T.+LOSER,2026-04-22,Brazil
194,"Girl, so confusing featuring lorde",Charli xcx,14801,ee3ed19e-0fcd-46b2-8bcb-5957a39ef3ae,"https://www.last.fm/music/Charli+xcx/_/Girl,+so+confusing+featuring+lorde",2026-04-22,Brazil
195,Mystery of Love,Sufjan Stevens,14780,365171e6-34e2-47cf-bd34-ca4194a8f643,https://www.last.fm/music/Sufjan+Stevens/_/Mystery+of+Love,2026-04-22,Brazil
196,Guess featuring billie eilish,Charli xcx,14773,69f5ed7f-a914-41d8-a2a9-e7d47e9e33a8,https://www.last.fm/music/Charli+xcx/_/Guess+featuring+billie+eilish,2026-04-22,Brazil
197,The One That Got Away,Katy Perry,14772,000be30f-c69b-3cb2-9efc-0922d8894034,https://www.last.fm/music/Katy+Perry/_/The+One+That+Got+Away,2026-04-22,Brazil
198,BROKE BITCH FREE$TYLE,Slayyyter,14767,133bb974-2d39-4b5c-9cb2-6f606a35aab4,https://www.last.fm/music/Slayyyter/_/BROKE+BITCH+FREE$TYLE,2026-04-22,Brazil
199,Cinnamon Girl,Lana Del Rey,14749,111b16ec-fbe7-45b8-9587-64f6cfef8598,https://www.last.fm/music/Lana+Del+Rey/_/Cinnamon+Girl,2026-04-22,Brazil
200,party 4 u,Charli xcx,14746,2ef24e1d-ddb2-4428-b4df-d8f45f3f11b6,https://www.last.fm/music/Charli+xcx/_/party+4+u,2026-04-22,Brazil
