date,artist_name,track_name,track_playcount,track_listeners,track_rank
2026-04-18,Júnior e Cézar,Fraquinho De Aparência - Ao Vivo,2859,843,10
2026-04-18,MC Leozinho ZS,Olha os Menor em Ação 2,27151,4555,1
2026-04-18,MC Leozinho ZS,Lobo da Matilha,16978,4300,2
2026-04-18,MC Leozinho ZS,Desigualdade,17048,2788,3
2026-04-18,MC Leozinho ZS,História de um Amigo Meu (Ao Vivo),13207,2495,4
2026-04-18,MC Leozinho ZS,É Os Pé Na Porta,9278,2288,5
2026-04-18,MC Leozinho ZS,Demanda,9087,2217,6
2026-04-18,MC Leozinho ZS,Mostra Esse Tete,5284,2019,7
2026-04-18,MC Leozinho ZS,Sou Cantor Não Sou Bandido,8737,1864,8
2026-04-18,MC Leozinho ZS,Deixa Os Bigode,6906,1662,9
2026-04-18,MC Leozinho ZS,Fuga No Radar,7560,1513,10
2026-04-18,Mc DR,Cemitério de Nave,6094,1169,1
2026-04-18,Mc DR,Só Peço a Deus,5185,1083,2
2026-04-18,Mc DR,Faz Tempo,2245,830,3
2026-04-18,Mc DR,Apaixonado nas Marchas,3033,808,4
2026-04-18,Mc DR,Pai Responsa,1934,721,5
2026-04-18,Mc DR,Diferenciado,3495,653,6
2026-04-18,Mc DR,Set 1.0 Dieguinho Nvi,1952,522,7
2026-04-18,Mc DR,Pião Na Favela,1046,239,8
2026-04-18,Mc DR,Famoso Drake de Rua,488,182,9
2026-04-18,Mc DR,Quer Dindin,270,156,10
2026-04-18,Mc Brinquedo,Roça Roça 2,66631,21907,1
2026-04-18,Mc Brinquedo,Nois é Debochado,193730,18828,2
2026-04-18,Mc Brinquedo,Não é Só o Nome,175517,17178,3
2026-04-18,Mc Brinquedo,Roça Roça,34408,12201,4
2026-04-18,Mc Brinquedo,Fazendo Acontecer,54838,8217,5
2026-04-18,Mc Brinquedo,SET DJ PEDRO 4.0 - Versão 1,40640,6718,6
2026-04-18,Mc Brinquedo,Complexo,28164,5801,7
2026-04-18,Mc Brinquedo,Set Dj Pedro,27753,5382,8
2026-04-18,Mc Brinquedo,Demais,34005,5146,9
2026-04-18,Mc Brinquedo,Entre Loucuras e Farturas,23780,4833,10
2026-04-18,DJ Oreia,Diário de um Cafajeste,243854,37789,1
2026-04-18,DJ Oreia,Olha pra Minha Cara Não,103202,20246,2
2026-04-18,DJ Oreia,Mãe de Todas,5918,2049,3
2026-04-18,DJ Oreia,Melhores Amigos,7603,1865,4
2026-04-18,DJ Oreia,Havaianas ou Kenner,3102,1750,5
2026-04-18,DJ Oreia,Desistir Não Vou Jamais,13506,1593,6
2026-04-18,DJ Oreia,Black Friday,7028,1578,7
2026-04-18,DJ Oreia,Onde é o After,3642,1276,8
2026-04-18,DJ Oreia,Play no Game,3575,839,9
2026-04-18,DJ Oreia,Sem Relacionamento,1394,803,10
2026-04-18,MC Menor ZL,Chapa nas Bebê do Trecho,6750,1591,1
2026-04-18,MC Menor ZL,Por Favor Não Chora,5111,1333,2
2026-04-18,MC Menor ZL,Porque Tem Que Ser Assim,2400,499,3
2026-04-18,MC Menor ZL,Alô Mãe,1924,422,4
2026-04-18,MC Menor ZL,Contratempo,1571,337,5
2026-04-18,MC Menor ZL,ELA PAGA DE BANDIDA,646,296,6
2026-04-18,MC Menor ZL,Pelo Cifrão,1093,278,7
2026-04-18,MC Menor ZL,Morena Linda,502,196,8
2026-04-18,MC Menor ZL,Sorriso no Rosto,625,146,9
2026-04-18,MC Menor ZL,Malandrão,343,113,10
2026-04-18,MC GH Original,Seja Bem Vinda no Panta,19662,6619,1
2026-04-18,MC GH Original,É os D Vida,5737,1430,2
2026-04-18,MC GH Original,Momentinho Privê,2738,436,3
2026-04-18,MC GH Original,Festa da Liderança,687,434,4
2026-04-18,MC GH Original,Despertador de Zé Povinho,560,332,5
2026-04-18,MC GH Original,Os Menor Peça,1255,278,6
2026-04-18,MC GH Original,Favelinha,690,237,7
2026-04-18,MC GH Original,Rei das Fugas,336,223,8
2026-04-18,MC GH Original,Louca de Lancinha,285,187,9
2026-04-18,MC GH Original,E o Bumbum Dela Vai no Chão,346,176,10
2026-04-18,MC RN do Capão,Alô Biel,26675,5578,1
2026-04-18,MC RN do Capão,Skunk Achocolatado,34994,4135,2
2026-04-18,MC RN do Capão,Rua de Cima,6810,2337,3
2026-04-18,MC RN do Capão,Pergunta Lá no Capão,8141,1863,4
2026-04-18,MC RN do Capão,Mandrake É a Profissão,7585,1707,5
2026-04-18,MC RN do Capão,Barraco Bomba,3693,1169,6
2026-04-18,MC RN do Capão,Bica na Giratória,6402,1112,7
2026-04-18,MC RN do Capão,Terra da Garoa,2373,775,8
2026-04-18,MC RN do Capão,Nata de Sp,4447,767,9
2026-04-18,MC RN do Capão,Muita Atividade,1937,662,10
2026-04-18,Yasmin Sensação,Fanatismo,427065,76459,1
2026-04-18,Yasmin Sensação,Meu Bem Querer,135329,29744,2
2026-04-18,Yasmin Sensação,Quero o Seu Amor,47094,14858,3
2026-04-18,Yasmin Sensação,Dependente,53568,13784,4
2026-04-18,Yasmin Sensação,Romance com Safadeza,29434,12305,5
2026-04-18,Yasmin Sensação,Confidencial,16180,7438,6
2026-04-18,Yasmin Sensação,Disk Me,15570,6532,7
2026-04-18,Yasmin Sensação,Quatro Sorrisos,12957,5477,8
2026-04-18,Yasmin Sensação,Mais Que Uma Saudade,14904,5447,9
2026-04-18,Yasmin Sensação,Raiva de Você,9949,3966,10
2026-04-18,NandaTsunami,P.I.T.T.Y. (Parecendo Uma Cafetina),2527074,185065,1
2026-04-18,NandaTsunami,Oi Linda,999325,110868,2
2026-04-18,NandaTsunami,Pq Vc Não Me Liga?,1114671,90427,3
2026-04-18,NandaTsunami,Segredo e Feitiço,624396,81291,4
2026-04-18,NandaTsunami,Pisca Duas Vezes,607810,72472,5
2026-04-18,NandaTsunami,Pontos de Aura,440474,64691,6
2026-04-18,NandaTsunami,Faço Acontecer,459529,61450,7
2026-04-18,NandaTsunami,Meu Afeto É Obsceno,435233,59264,8
2026-04-18,NandaTsunami,Solta,276472,45002,9
2026-04-18,NandaTsunami,Preciosa (Interlúdio),179805,40316,10
2026-04-18,Henrique & Juliano,Aquela Pessoa - Ao Vivo,1083322,155918,1
2026-04-18,Henrique & Juliano,Como É Que a Gente Fica - Ao Vivo,1074463,151634,2
2026-04-18,Henrique & Juliano,Liberdade Provisória - Live - Ibirapuera / 2019,814843,138969,3
2026-04-18,Henrique & Juliano,Na Hora da Raiva - Ao Vivo,854284,132464,4
2026-04-18,Henrique & Juliano,Vidinha de Balada - Ao Vivo,727872,131116,5
2026-04-18,Henrique & Juliano,Flor e o Beija-Flor - Ao Vivo,718932,123391,6
2026-04-18,Henrique & Juliano,De Trás Pra Frente - Ao Vivo,792387,111177,7
2026-04-18,Henrique & Juliano,Briga Feia - Ao Vivo,744256,110151,8
2026-04-18,Henrique & Juliano,Cuida Bem Dela - Ao Vivo,605144,106941,9
2026-04-18,Henrique & Juliano,Até Você Voltar,636657,106208,10
2026-04-18,Aaron Modesto,Pra Não Esquecer De Mim,6977,1567,1
2026-04-18,Aaron Modesto,Se Ela Dormir De Bruços,2684,831,2
2026-04-18,Aaron Modesto,Toda Linda,1094,595,3
2026-04-18,Aaron Modesto,Famosinha Do Instagram,1070,369,4
2026-04-18,Aaron Modesto,Maragogi,746,333,5
2026-04-18,Aaron Modesto,Se Eu Vejo Ela,1289,331,6
2026-04-18,Aaron Modesto,Cupido FDP,578,318,7
2026-04-18,Aaron Modesto,Tempo Que Não Volta,317,221,8
2026-04-18,Aaron Modesto,Solteiro Não,736,207,9
2026-04-18,Aaron Modesto,Espancando a Mídia,834,189,10
2026-04-18,Mc Morena,Automotivo Solitude,621011,85399,1
2026-04-18,Mc Morena,MTG TAPA NA CARA,212703,43740,2
2026-04-18,Mc Morena,Vem Me Machuca,122267,31776,3
2026-04-18,Mc Morena,Tesão Cabuloso,49654,9532,4
2026-04-18,Mc Morena,Ate quebrar a cama 2.0 - Remix Forró,16574,6397,5
2026-04-18,Mc Morena,Automotivo Outside,24037,6361,6
2026-04-18,Mc Morena,Malícia,9730,3559,7
2026-04-18,Mc Morena,Cheia de Maldade,6857,3424,8
2026-04-18,Mc Morena,Jeito safado,4265,2040,9
2026-04-18,Mc Morena,No Beco Foi Sequenciada,3796,1702,10
2026-04-18,Melk Villar,Olha para Mim,11718,1915,1
2026-04-18,Melk Villar,Olha Para Mim - Acústico,2583,648,2
2026-04-18,Melk Villar,Louco Sou,3431,601,3
2026-04-18,Melk Villar,O Amor Venceu,3020,582,4
2026-04-18,Melk Villar,Era Eu,1083,487,5
2026-04-18,Melk Villar,O Que Eu Preciso É de Jesus (Live Session),1623,477,6
2026-04-18,Melk Villar,Amanhecer - Live,2645,436,7
2026-04-18,Melk Villar,O Caminho de Volta,2071,356,8
2026-04-18,Melk Villar,Tudo para Ti,1997,350,9
2026-04-18,Melk Villar,Indiferença,1534,279,10
2026-04-18,DJ Guh Mix,Celebridade,171510,19438,1
2026-04-18,DJ Guh Mix,Som de Maloka,2239,765,2
2026-04-18,DJ Guh Mix,Qualidade ou defeito 🤬 (feat. Mc Nathan ZK & Mc Negão Original),3374,725,3
2026-04-18,DJ Guh Mix,Baile do Guh Mix (feat. Mc Negão Original),2081,574,4
2026-04-18,DJ Guh Mix,Foco É o Lucro,808,416,5
2026-04-18,DJ Guh Mix,Barbacoa 🤬,1532,385,6
2026-04-18,DJ Guh Mix,Baile do Guh Mix,1255,324,7
2026-04-18,DJ Guh Mix,ESSA MINA É MÓ GOSTOSA,881,261,8
2026-04-18,DJ Guh Mix,Bombei,576,204,9
2026-04-18,DJ Guh Mix,Salto Agulha 🤬 (feat. Mc Negão Original),993,195,10
2026-04-18,Marquinho no Beat,Intenção,47953,8347,1
2026-04-18,Marquinho no Beat,Imaginar,45031,8328,2
2026-04-18,Marquinho no Beat,Deu Match,6003,2772,3
2026-04-18,Marquinho no Beat,Tudo de Novo,10761,1277,4
2026-04-18,Marquinho no Beat,Tenho Que Me Decidir - Remix,3235,1258,5
2026-04-18,Marquinho no Beat,Paciência,6606,1047,6
2026-04-18,Marquinho no Beat,Vida de Fama,5269,996,7
2026-04-18,Marquinho no Beat,Na Onda,3906,964,8
2026-04-18,Marquinho no Beat,Topless,5355,952,9
2026-04-18,Marquinho no Beat,Inevitável,5261,909,10
2026-04-18,DJ GORDINHO DA VF,Ciclonado,12158,3877,1
2026-04-18,DJ GORDINHO DA VF,Ta Com Sono,9801,2823,2
2026-04-18,DJ GORDINHO DA VF,Vo Chega Chegando,10652,2427,3
2026-04-18,DJ GORDINHO DA VF,Te Catucando La,4840,1356,4
2026-04-18,DJ GORDINHO DA VF,Phonk Brazilian - 4 Mandamentos,4992,1003,5
2026-04-18,DJ GORDINHO DA VF,BALLENA - VERSÃO BH,1692,664,6
2026-04-18,DJ GORDINHO DA VF,No Ar-condicionado,1197,578,7
2026-04-18,DJ GORDINHO DA VF,Fode e Te Machuca - Remix,2061,574,8
2026-04-18,DJ GORDINHO DA VF,Hino Das Puta,1468,536,9
2026-04-18,DJ GORDINHO DA VF,Grave Derruba Janela,1370,530,10
2026-04-18,Bvga Beatz,Paladar Infantil (part. Toledo),18,7,1
2026-04-18,Bvga Beatz,Mandona (Se eu te dissesse) (feat. Toledo),8,2,2
2026-04-18,Bvga Beatz,Perdoa Por Tudo Vida,4,2,3
2026-04-18,Bvga Beatz,Desfile na Favela (feat. Toledo),5,1,4
2026-04-18,Bvga Beatz,Movimento (feat. Supernova Ent),3,1,5
2026-04-18,Bvga Beatz,Paladar Infantil (feat. Toledo),1,1,6
2026-04-18,Bvga Beatz,Paladar Infantil,1,1,7
2026-04-18,Mc Rodrigo do CN,Amantes da Foda,2101710,205972,1
2026-04-18,Mc Rodrigo do CN,Macetada nas do Job,661290,81751,2
2026-04-18,Mc Rodrigo do CN,Vou Te Macetar,407836,70609,3
2026-04-18,Mc Rodrigo do CN,Amanhã Pinote,85314,18723,4
2026-04-18,Mc Rodrigo do CN,"SEM FRESCURA SEM PIRRACA, SEM MIMIMI",57134,17638,5
2026-04-18,Mc Rodrigo do CN,Joga na Frequência do Radio,44930,14145,6
2026-04-18,Mc Rodrigo do CN,"Sem Frescura, Sem Pirraça",35227,12956,7
2026-04-18,Mc Rodrigo do CN,"Solteiro Eu Vim, Solteiro Eu Vou",24246,9922,8
2026-04-18,Mc Rodrigo do CN,TO NA ATIVIDADE,39194,9290,9
2026-04-18,Mc Rodrigo do CN,Eita Rayane,30280,7388,10
2026-04-18,Mc Jhey,Predador de Perereca,300238,80158,1
2026-04-18,Mc Jhey,Vou Te Catucar,72964,13271,2
2026-04-18,Mc Jhey,Pepeka Nervosa,31405,11409,3
2026-04-18,Mc Jhey,Pitbull,62768,11404,4
2026-04-18,Mc Jhey,PREDADOR DE PLUG,34690,9629,5
2026-04-18,Mc Jhey,Pepeca Nervosa,24284,8919,6
2026-04-18,Mc Jhey,Mega Bruxaria Predador de Perereca,3993,1904,7
2026-04-18,Mc Jhey,O Rei Mandou,5476,1890,8
2026-04-18,Mc Jhey,ELA ME MANDOU EMBORA,3682,1876,9
2026-04-18,Mc Jhey,"Tá Suave, Tá Legal",4409,1546,10
2026-04-18,DJ DAVI DOGDOG,Tu Vai Lembrar,3745,1375,1
2026-04-18,DJ DAVI DOGDOG,"Carro Cheio de Praguinha (feat. Mc Lele JP, MC Marks, Mc DR, MC Rah & Chefin)",5096,1183,2
2026-04-18,DJ DAVI DOGDOG,Fake Seu I Love You (feat. J. Eskine),4389,1169,3
2026-04-18,DJ DAVI DOGDOG,Bibi Fogosa - Remix,233,142,4
2026-04-18,DJ DAVI DOGDOG,Cheiro do Dinheiro,160,128,5
2026-04-18,DJ DAVI DOGDOG,Show do Meno K - Foragido da Fiel,381,93,6
2026-04-18,DJ DAVI DOGDOG,Águia Anda Com Águia,85,74,7
2026-04-18,DJ DAVI DOGDOG,MTG MENINA VENENO,117,58,8
2026-04-18,DJ DAVI DOGDOG,Fake Seu I Love You,96,50,9
2026-04-18,DJ DAVI DOGDOG,Coração Congelou,38,34,10
2026-04-18,Boladin 211,Penélope Charmosa 2,726141,108340,1
2026-04-18,Boladin 211,CHAPA MÁXIMA,271791,51202,2
2026-04-18,Boladin 211,"Chapa Máxima - feat. CAO$, Dj Lv Mdp",81477,18358,3
2026-04-18,Boladin 211,Traje do Colorado,85043,15586,4
2026-04-18,Boladin 211,Mesmo Embalo,63789,11527,5
2026-04-18,Boladin 211,O Terror Vai Tá de Volta,57276,10079,6
2026-04-18,Boladin 211,Palinha da de 30,34210,7331,7
2026-04-18,Boladin 211,OQCSENTE,28485,7028,8
2026-04-18,Boladin 211,Bebê se tu passar no teste,17798,5281,9
2026-04-18,Boladin 211,Vamo Sambar Lindona,21798,4996,10
2026-04-18,Vinicius Cruz,Irresistível Amor,604,96,1
2026-04-18,Vinicius Cruz,Rendido a Ti,264,68,2
2026-04-18,Vinicius Cruz,PRAIA NOVA,3,3,3
2026-04-18,Vinicius Cruz,Olha o GÁÁÁSS!!!!,11,2,4
2026-04-18,Vinicius Cruz,Olha o GÁÁÁSS,2,2,5
2026-04-18,Vinicius Cruz,Gordo grita ó o gás e vizinhos ficam pistola,3,1,6
2026-04-18,Vinicius Cruz,Noname,1,1,7
2026-04-18,Dj Andrabeat,SÓ NOTA PRO AR,1294,476,1
2026-04-18,Dj Andrabeat,Na Chuva e No Sol,714,233,2
2026-04-18,Dj Andrabeat,Toda Semana,421,171,3
2026-04-18,Dj Andrabeat,Na Chuva e No Sol (feat. Mc Negão Original),292,71,4
2026-04-18,Dj Andrabeat,Tô de Marola,56,43,5
2026-04-18,Dj Andrabeat,100K na Net,27,26,6
2026-04-18,Dj Andrabeat,Motel Movel,34,16,7
2026-04-18,Dj Andrabeat,AGORA TENHO OPÇÕES,9,5,8
2026-04-18,Dj Andrabeat,Sabor Piranha,2,2,9
2026-04-18,Dj Andrabeat,Mega da Botada,3,1,10
2026-04-18,DJ Kaioken,MTG Sabor Energético,39,22,1
2026-04-18,DJ Kaioken,Vou Mostrar o Meu Talento,18,8,2
2026-04-18,DJ Kaioken,Senta Com Força no Urso Polar,46,6,3
2026-04-18,DJ Kaioken,Beat Arabiano Dos Fluxos,5,5,4
2026-04-18,DJ Kaioken,Sexo Selvagem,5,4,5
2026-04-18,DJ Kaioken,Viva Intensamente,4,3,6
2026-04-18,DJ Kaioken,Cavucadão,4,3,7
2026-04-18,DJ Kaioken,Não Morde Não,3,3,8
2026-04-18,DJ Kaioken,Set And Seven,3,3,9
2026-04-18,DJ Kaioken,Toma com Pressão Remix,4,2,10
2026-04-18,Torelli,I. Grave - Vivace,44843,18666,1
2026-04-18,Torelli,I. Andante,31686,14596,2
2026-04-18,Torelli,Allegro,32662,14468,3
2026-04-18,Torelli,I. (Andante),28449,12881,4
2026-04-18,Torelli,Andante - Allegro,26593,12321,5
2026-04-18,Torelli,Grave. Vivace,16076,8371,6
2026-04-18,Torelli,Concerto No 6 in C minor - Allegro,6474,3345,7
2026-04-18,Torelli,"Trumpet Concerto in D major, G. 28: I. Allegro",5085,2478,8
2026-04-18,Torelli,Concerto No 2 in E minor - Allegro,4495,2404,9
2026-04-18,Torelli,Concerto No 2 in E minor - Presto,4186,2264,10
2026-04-18,Dj Felipe Maia,THE BOX MEDLEY FUNK 5,10,1,1
2026-04-18,Dj Felipe Maia,THE BOX MEDLEY FUNK 4,8,1,2
2026-04-18,Dj Felipe Maia,A true soldier is never killed (Ah-Youh-Ino-Psin),7,1,3
2026-04-18,Dj Felipe Maia,kirikul xama o exu nigeriano,7,1,4
2026-04-18,Dj Felipe Maia,Daft Punk SNL tease (Remix),5,1,5
2026-04-18,Gubeatz,Jardim Europa,92,38,1
2026-04-18,Gubeatz,"Sítio do Gordinho (feat. MC Jvila, MC Rn do Capão, GvsnoBeat)",65,26,2
2026-04-18,Gubeatz,#Arab TRAP (2014),50,23,3
2026-04-18,Gubeatz,Marina,10,9,4
2026-04-18,Gubeatz,Teu Rei,4,4,5
2026-04-18,Gubeatz,Ak Dragão,4,3,6
2026-04-18,Gubeatz,Cavalona,3,3,7
2026-04-18,Gubeatz,Girando as Capitais,11,2,8
2026-04-18,Gubeatz,Amiga Piolha,4,2,9
2026-04-18,Gubeatz,Rotina,3,2,10
2026-04-18,Mc Jacaré,Toma Tapa,897742,139588,1
2026-04-18,Mc Jacaré,Vento Forte,793196,124412,2
2026-04-18,Mc Jacaré,Comprei um Lança,362541,84901,3
2026-04-18,Mc Jacaré,Senta e Cala a Boca,280611,64841,4
2026-04-18,Mc Jacaré,Boca de Mel,296843,62894,5
2026-04-18,Mc Jacaré,Carnívoro,272936,40648,6
2026-04-18,Mc Jacaré,A Culpa Não É Minha,175697,33891,7
2026-04-18,Mc Jacaré,Pinxadão,164963,32504,8
2026-04-18,Mc Jacaré,Eu Até Gosto de Você,196206,31536,9
2026-04-18,Mc Jacaré,Vem Sentar pro Pai,120070,27759,10
