Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,Views,Growth,YouTube URL
31,22,Golden,HUNTR/X & EJAE & AUDREY NUNA & REI AMI & KPop Demon Hunters Cast,29,2554504,-0.21%,https://www.youtube.com/watch?v=yebNIHKAC4A
32,21,Ela Sai de Provocação,MC Don Juan & Boladin 211 & Dj Felipe Maia & Dj Kaioken,4,2494051,-0.23%,https://www.youtube.com/watch?v=XFo7RaOhpHw
33,31,Melzinho,Talita Mel & Xand Avião,31,2433932,-0.1%,https://www.youtube.com/watch?v=tvPSPkugS7A
34,38,Sobre Nós,Delacruz & Maria & Ducon & Luiz Lins & Diomedes Chinaski & BK & Kayuá,59,2409147,0.05%,https://www.youtube.com/watch?v=bD6ifecX6rs
35,34,Sua Boca Mente (You're Still The One),Zé Felipe & Ana Castela,16,2234134,-0.14%,https://www.youtube.com/watch?v=FCMyTR1SJM8
36,35,2026,MC Tuto & Dj Oreia,4,2211628,-0.12%,https://www.youtube.com/watch?v=lsTfgv6JkDs
37,37,Até Você Voltar (Ao Vivo),Henrique & Juliano,41,2198313,-0.08%,https://www.youtube.com/watch?v=S6JpneypYvc
38,40,Santo Pra Sempre (Ao Vivo),Fernandinho,41,2181175,0%,https://www.youtube.com/watch?v=u2FOGNSJfX8
39,41,Treme o Bumbum,MC Leléto,3,2158692,0.02%,https://www.youtube.com/watch?v=U6rK_v1il90
40,39,Meu Jeito de Amar,Theuzinho,40,2136175,-0.07%,https://www.youtube.com/watch?v=24Ca5PoINOE
41,68,Semi Nua,MC GP & MC MENO K & Aaron Modesto & MC RN do Capão & DU'L & MC Rick & DJ Guh Mix & Marquinho No Beat & MC Ryan SP & Mc Negão Original,2,2128395,0.47%,https://www.youtube.com/watch?v=OGzvLeq6too
42,47,Tudo É Perda (Ao Vivo),Felipe Rodrigues,11,2088173,0.05%,https://www.youtube.com/watch?v=qxzQR5uwWsk
43,44,Vaqueirão (Ao Vivo),Manim Vaqueiro & Talita Mel,3,2022576,0.01%,https://www.youtube.com/watch?v=9L-VsOwhlXY
44,49,Fazer Macete,Afinho do Fluxo & Arthurzinho batedeira & MC Cauazim & Mc Fininho Da RC & Mc Nick,4,1981077,0.01%,https://www.youtube.com/watch?v=-yoUW90xZck
45,58,GOZALO (Ultra Slowed),Ariis,3,1976077,0.22%,https://www.youtube.com/watch?v=GkqzojRVtGo
46,46,História de um Amigo Meu (Ao Vivo),MC Leozinho ZS & MC Neguinho do Kaxeta,12,1943659,-0.02%,https://www.youtube.com/watch?v=nJelgv6tUUA
47,n/a,Búfalo do Marajó,O Muriel,27,1942606,n/a,https://www.youtube.com/watch?v=1dXgB4-JmKo
48,43,Montagem Miau (Ultra Slowed),Lenar,6,1911226,-0.08%,n/a
49,45,Vingança,Emilly Vick & Void,29,1901773,-0.05%,https://www.youtube.com/watch?v=3nYntR_BmD0
50,50,MONTAGEM REBOLA,ATLXS & DJ FKU,3,1873854,-0.04%,https://www.youtube.com/watch?v=0Ib0ZtLILys
51,51,Zoo,Shakira,6,1851632,0.02%,https://www.youtube.com/watch?v=Kw3935PH01E
52,48,Talvez você precise de mim,Veigh & Supernova Ent,17,1827703,-0.06%,https://www.youtube.com/watch?v=V2M1Xx50arE
53,42,Alô Virgínia (Ao Vivo),Grupo Chocolate & Turma do Pagode,6,1708392,-0.19%,https://www.youtube.com/watch?v=ylPlxGTCejQ
54,57,Primeira Essência (Ao Vivo),Felipe Rodrigues,13,1688779,0.03%,https://www.youtube.com/watch?v=eO9dUp5goWo
55,73,Estrela (Ao Vivo),Rey Vaqueiro & Zé Vaqueiro,10,1687119,0.23%,https://www.youtube.com/watch?v=BpayGeuxgBM
56,61,10 Minutos de Freestyle,Oruam & LeodoKick & Gigant,3,1659495,0.08%,https://www.youtube.com/watch?v=_Lt9ZomgPCQ
57,52,Meu Bem Querer,YASMIN SENSAÇÃO,6,1599330,-0.12%,https://www.youtube.com/watch?v=yWs04gxFmiU
58,75,VOCE NA MIRA (Slowed),Hwungii & DJ VGK1,3,1595181,0.18%,https://www.youtube.com/watch?v=B091oc37QeY
59,53,The Fate of Ophelia,Taylor Swift,13,1594105,-0.1%,https://www.youtube.com/watch?v=ko70cExuzZM
60,71,Não Me Faça Chorar (Ao Vivo),Priscila Senna & Pablo,3,1571816,0.12%,https://www.youtube.com/watch?v=tfiHm1cbxe4
61,59,Deixa Eu (Ao Vivo),Murilo Huff,17,1526830,-0.05%,https://www.youtube.com/watch?v=ToabLkXUotM
62,56,Se Eu Te Perdoar (Ao Vivo),Clayton & Romário & Zé Felipe,19,1496527,-0.1%,https://www.youtube.com/watch?v=2HPxEI3AS5Q
63,64,Cheiro De Culpado (Ao Vivo),Júnior e Cézar,4,1478750,-0.02%,https://www.youtube.com/watch?v=gWYIo3l1oQ4
64,54,Homem É Homem Moleque É Moleque,Nattan & Zé Felipe,7,1472360,-0.13%,https://www.youtube.com/watch?v=NzzWICQ_gHM
65,67,Ele Quer Ser Eu (Ao Vivo),Henrique & Juliano & Juliano,22,1471101,0.01%,https://www.youtube.com/watch?v=IgEGq_QgrqY
66,69,Biometria,Netto Brito,10,1440574,0.01%,https://www.youtube.com/watch?v=bS9r47RA_To
67,84,GOSTOSIN,Anitta & Felipe Amorim & HITMAKER,2,1418358,0.15%,https://www.youtube.com/watch?v=w6nNddTCzTM
68,70,MONTAGEM CAMERA LENTA,Dj Duarte & DJ ORBITAL & Dj Rs,8,1370685,-0.03%,https://www.youtube.com/watch?v=x5aEyUy66ds
69,66,Sua Vez de Terminar (Ao Vivo),Toque Dez,4,1365384,-0.07%,https://www.youtube.com/watch?v=IEDvym28mlA
70,65,Vagabundo,Gusttavo Lima & Luis Fonsi,15,1354753,-0.08%,https://www.youtube.com/watch?v=aaLYhwadeE0
71,n/a,Chatão (feat. Mc Negão Original & MC Ryan SP),MC Lele JP & Dj Oreia & Mc DR & Gubeatz,1,1337992,n/a,https://www.youtube.com/watch?v=7UllbN9itGM
72,63,Tomara; Tá Combinado; Você Vai Ficar em Mim,Luan Costa,4,1321639,-0.13%,https://www.youtube.com/watch?v=DqCmNPu2Lh8
73,74,Tô na Brasilia com o Zigão,DJ Zigão & Mc Roger,16,1289413,-0.06%,https://www.youtube.com/watch?v=78QVCTj7PJg
74,88,Se Eu Te Perdoar,Netto Brito,2,1268396,0.07%,https://www.youtube.com/watch?v=qsVG64XB1PY
75,81,Ignora (Ao Vivo),Felipe & Rodrigo,3,1262307,-0.02%,https://www.youtube.com/watch?v=y15gPbntaLE
76,80,Vai Cair Água (Ao Vivo),Diego & Arnaldo & Zé Neto & Cristiano,20,1257975,-0.04%,https://www.youtube.com/watch?v=-sORyNYNygQ
77,85,IMPERFEITO,Seven Plus & Rayssa Andreoli,5,1255029,0.02%,https://www.youtube.com/watch?v=GneZr6ZXcnE
78,n/a,Nosso Plano,Tribo da Periferia & Duckjay,30,1245871,n/a,https://www.youtube.com/watch?v=A2HvRcZlHvg
79,79,Pedido De Socorro (Ao Vivo),Gustavo Mioto,3,1228794,-0.07%,https://www.youtube.com/watch?v=Hv53XBYeK7E
80,n/a,Rap da Lealdade,Filipe Ret & Prod.MTS,1,1177628,n/a,https://www.youtube.com/watch?v=nLzI-wTRycU
81,89,Van Cleef,Orochi & Filipe Ret & Portugal No Beat,17,1170323,0%,https://www.youtube.com/watch?v=SP1qu6_zw3s
82,78,Quero Camboriú,Ana Castela,3,1169592,-0.12%,https://www.youtube.com/watch?v=914KX1aCw1c
83,77,Viver em Paz/Amigo Seu/ Tudo Azul,Luan Costa,3,1144482,-0.14%,https://www.youtube.com/watch?v=E9YBmiHnos8
84,92,LUA NA PRAÇA,Dj Samir & DJ Zarek & Dj Duda & LUNxdiE,10,1129446,-0.01%,https://www.youtube.com/watch?v=iLfVnU23E34
85,86,Nova York,Luan Costa,5,1111117,-0.09%,https://www.youtube.com/watch?v=pryRq5HZ1ZA
86,n/a,Sem Nada,Ogryzek & F!xmexed & LeoTHM,1,1107454,n/a,https://www.youtube.com/watch?v=1x-uKH7fzI4
87,n/a,That's My Way (feat. Seu Jorge & Leon Mobley),Edi Rock,3,1099250,n/a,https://www.youtube.com/watch?v=ysfm_adxRrI
88,n/a,Redes sociais,MC Luan da BS & MC Hzim,16,1093729,n/a,https://www.youtube.com/watch?v=3Dblnn2-G1M
89,72,Eu Só Quero Você,Ana Castela & Zé Felipe,6,1089891,-0.21%,https://www.youtube.com/watch?v=jqwRfCLYhWU
90,83,Ainda Gosto de Você / Já Era (Ao Vivo),Sorriso Maroto & Ludmilla & Belo,12,1087733,-0.12%,https://www.youtube.com/watch?v=of6fAGawnUc
91,90,End of Beginning,Djo,3,1085341,-0.07%,https://www.youtube.com/watch?v=oXSw8DGjf5E
92,n/a,É Tudo Sobre Você / Ser Mudado (Ao Vivo),MORADA,3,1083581,n/a,https://www.youtube.com/watch?v=UnEd_pFGWGw
93,95,DUAS PRINCESAS,Emilly Vick & Katlen,17,1075398,-0.03%,https://www.youtube.com/watch?v=SNzNRTAwYHY
94,n/a,Poesia Acústica #3 - Capricorniana,Sant & Tiago Mac & Lord ADL & Maria & Choice,25,1074007,n/a,https://www.youtube.com/watch?v=DjNqxTODmuc
95,n/a,Vem Cá,Pelé MilFlows,24,1072584,n/a,https://www.youtube.com/watch?v=lV2plyhSRBU
96,n/a,Eu Vou Fazer (Ao Vivo),Kailane Frauches,2,1072196,n/a,https://www.youtube.com/watch?v=w2pP1DYZSTg
97,91,Me Refaz (Ao Vivo),Ministério Pra Tua Glória,7,1056493,-0.08%,https://www.youtube.com/watch?v=lI8OpUT3NmQ
98,94,Quem Ama Sempre Entende (Ao Vivo),Henrique & Juliano,2,1046312,-0.06%,https://www.youtube.com/watch?v=OzDkgc9bVhQ
99,n/a,Calcinha de Renda (Ao Vivo),Panda & Gusttavo Lima & MJ Records,2,1045998,n/a,https://www.youtube.com/watch?v=GVSS3lh_lCY
100,n/a,Vida Loka Pt. 2,Racionais MC's,1,1043640,n/a,https://www.youtube.com/watch?v=Fu5kcgz73TY
