Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,Views,Growth,YouTube URL
12,11,Pela Última Vez (Ao Vivo),Grupo Menos É Mais & Nattan,29,3765261,-0.05%,https://www.youtube.com/watch?v=iYjz1Ap1VvU
13,22,A Cena,Netto Brito & Pablo,2,3593263,0.25%,https://www.youtube.com/watch?v=I462VchM2lU
14,15,PEGA A MALDADE DA BANDIDA,Dj Luan Gomes & Mc Ws da leste & Delleon & Tropa da W&S,6,3565249,-0.01%,https://www.youtube.com/watch?v=FYz81lpGwsQ
15,14,Quem É Esse?(Live),Julliany Souza,43,3396276,-0.07%,https://www.youtube.com/watch?v=0ZF5em0MTwY
16,16,ME POSTOU NO DAILY - FESTA DO BIG G,MC GP & MC Lele JP & DJ DAVI DOGDOG & DJ ANDRABEAT,24,3310189,-0.06%,https://www.youtube.com/watch?v=hQskOv9b_kg
17,n/a,Deus de Obras Completas (Ao Vivo),Kemilly Santos,53,3188851,n/a,https://www.youtube.com/watch?v=Ds200TtR97o
18,17,Gauchinha (feat. MC LUUKY),DJ Japa NK & MC MENO K & MC Ryan SP & MC Brinquedo,12,3174660,-0.06%,https://www.youtube.com/watch?v=ps7k1q7PbA4
19,21,Eu Te Seguro (Ao Vivo),Panda & MJ Records,20,3058847,0.03%,https://www.youtube.com/watch?v=kI6ywewtYkc
20,23,Tudo É Perda (Ao Vivo),Felipe Rodrigues,18,2870384,0.01%,https://www.youtube.com/watch?v=qxzQR5uwWsk
21,20,Desliza ("Ólhinho" No Corpinho),Léo Santana & Melody,34,2732546,-0.11%,https://www.youtube.com/watch?v=Xxd0-MBsOBs
22,18,Amo Minha Favela,DJ Japa NK & MC MENO K,13,2660798,-0.2%,https://www.youtube.com/watch?v=xVxFGVNJvdY
23,26,NO BATIDÃO,ZXKAI & slxughter,20,2657478,0.03%,https://www.youtube.com/watch?v=GXioir-fujY
24,24,Amor Dos Outros (Ao Vivo),Henrique & Juliano,34,2644749,-0.05%,https://www.youtube.com/watch?v=0kiCQLdfgVg
25,27,Sonho de Amor (Ao Vivo),Natanzinho Lima,29,2485276,-0.02%,https://www.youtube.com/watch?v=VnPB-H7Zo7Y
26,30,Até Você Voltar (Ao Vivo),Henrique & Juliano,48,2464300,-0.02%,https://www.youtube.com/watch?v=S6JpneypYvc
27,31,Body Splash(Live),Netto Brito,33,2456437,-0.02%,https://www.youtube.com/watch?v=0GLnePaA4e8
28,25,Brega Funk dos Rosa (feat. Katlen & Leozinn),Void & Robson Abreu & Emilly Vick,15,2380626,-0.08%,https://www.youtube.com/watch?v=qgz-ydhRs4s
29,33,Santo Pra Sempre (Ao Vivo),Fernandinho,48,2333587,0%,https://www.youtube.com/watch?v=u2FOGNSJfX8
30,34,Um Centímetro (feat. Juninho Moraes),Toque Dez,18,2252789,-0.03%,https://www.youtube.com/watch?v=UHY_Znbz6zc
31,28,Lembrei de Tu,MC MENO K & Oruam & Fepache,4,2247480,-0.12%,https://www.youtube.com/watch?v=StGgzGjZ67Y
32,32,História de um Amigo Meu (Ao Vivo),MC Leozinho ZS & MC Neguinho do Kaxeta,19,2227880,-0.09%,https://www.youtube.com/watch?v=nJelgv6tUUA
33,29,Saudade Proibida (Ao Vivo),Simone Mendes,48,2204779,-0.13%,https://www.youtube.com/watch?v=uEtGTq92Cmk
34,35,Me Apaixonei Nessa Morena (Ao Vivo),Natanzinho Lima,36,2160421,-0.02%,https://www.youtube.com/watch?v=KzPau_0Ad7o
35,64,Meu Pai Paga Minha Faculdade / Mexe Essa Sanfona / Eu Vou Pra Vaquejada / Vuco Vuco / Rei Do Baralho / Sala De Reboco(Live),Filho do Piseiro & Claudio Ney & Juliana,4,2153053,0.55%,https://www.youtube.com/watch?v=0692WFAqRxs
36,37,Talvez você precise de mim,Veigh & Supernova Ent,24,2065435,-0.05%,https://www.youtube.com/watch?v=V2M1Xx50arE
37,n/a,Estranhos,Mundo Torajo,1,2050404,n/a,https://www.youtube.com/watch?v=mM7bhQekpI4
38,38,Resenha Na Laje,KEW & DJGILCASTRO,5,2043396,-0.06%,https://www.youtube.com/watch?v=O7buVI-wk9I
39,40,Até Quebrar a Cama 2.0,cjnobeat & Mc Morena & MC GW,28,2004419,0.03%,https://www.youtube.com/watch?v=sRc1Fh0y3ZI
40,41,Mudando de Assunto (En Vivo),Henrique & Juliano,23,1960502,0.12%,https://www.youtube.com/watch?v=Yi4MQecGdfA
41,36,Um Novo Dia (Ao Vivo),Get Worship & Get Records & Melk Villar & Vinicius Cruz,32,1944020,-0.11%,https://www.youtube.com/watch?v=6NvkZY-va0E
42,55,Se Eu Ficar Pá Nem Me Testa (feat. Mc Negão Original MC ALAN JR Menor richard MC IG & DJ Japa NK),Mc J9 & MC Ryan SP & DJ Guh Mix & MC Don Juan,2,1939085,0.27%,https://www.youtube.com/watch?v=OrcRaShjGQk
43,77,Raparigas,Filho do Piseiro,4,1911064,0.58%,https://www.youtube.com/watch?v=FvNmjVQwE0o
44,43,10 Minutos de Freestyle,Oruam & LeodoKick & Gigant,10,1839683,0.07%,https://www.youtube.com/watch?v=_Lt9ZomgPCQ
45,42,Baqueado (Ao Vivo),Panda & Ícaro e Gilmar,31,1778265,0.03%,https://www.youtube.com/watch?v=imPS7DMbx0Q
46,49,Meu Jeito de Amar,Theuzinho,47,1709459,0.04%,https://www.youtube.com/watch?v=24Ca5PoINOE
47,44,Ignora (Ao Vivo),Felipe & Rodrigo,10,1657647,-0.02%,https://www.youtube.com/watch?v=y15gPbntaLE
48,50,Não Me Faça Chorar (Ao Vivo),Priscila Senna & Pablo,10,1656881,0.03%,https://www.youtube.com/watch?v=tfiHm1cbxe4
49,48,Vingança,Emilly Vick & Void,36,1589627,-0.03%,https://www.youtube.com/watch?v=3nYntR_BmD0
50,51,Dally (feat. Maneirinho Do Recife Mc Balakinha & Biel Xcamoso),Shevchenko e Elloco,21,1574874,-0.02%,https://www.youtube.com/watch?v=K6thL9Pz3gA
51,60,Calcinha de Renda (Ao Vivo),Panda & Gusttavo Lima & MJ Records,9,1546928,0.06%,https://www.youtube.com/watch?v=GVSS3lh_lCY
52,56,Baile do VJ,Eduardinho dos Teclados,5,1546228,0.02%,https://www.youtube.com/watch?v=sgT8g3IwPTE
53,54,MONTAGEM REBOLA,ATLXS & DJ FKU,10,1542867,0.01%,https://www.youtube.com/watch?v=0Ib0ZtLILys
54,53,Estrela (Ao Vivo),Rey Vaqueiro & Zé Vaqueiro,17,1538430,-0.02%,https://www.youtube.com/watch?v=BpayGeuxgBM
55,47,Primeira Essência (Ao Vivo),Felipe Rodrigues,20,1528193,-0.07%,https://www.youtube.com/watch?v=eO9dUp5goWo
56,57,Chatão (feat. Mc Negão Original & MC Ryan SP),MC Lele JP & Dj Oreia & Mc DR & Gubeatz,8,1515516,0.02%,https://www.youtube.com/watch?v=7UllbN9itGM
57,19,Semi Nua,MC GP & MC MENO K & Aaron Modesto & MC RN do Capão & DU'L & MC Rick & DJ Guh Mix & Marquinho No Beat & MC Ryan SP & Mc Negão Original,9,1504890,-0.54%,https://www.youtube.com/watch?v=OGzvLeq6too
58,63,Se Eu Te Perdoar,Netto Brito,9,1434920,0.01%,https://www.youtube.com/watch?v=qsVG64XB1PY
59,73,É Tudo Sobre Você / Ser Mudado (Ao Vivo),MORADA,9,1433129,0.14%,https://www.youtube.com/watch?v=UnEd_pFGWGw
60,67,Lobo da Matilha,MC Leozinho ZS & MC Diogo da vn,2,1401916,0.06%,https://www.youtube.com/watch?v=yfohASmxT-M
61,72,Foi por Conveniência,Marília Mendonça,12,1397499,0.08%,https://www.youtube.com/watch?v=Dt13Wv6Opeo
62,58,Cheiro De Culpado (Ao Vivo),Júnior e Cézar,11,1369173,-0.07%,https://www.youtube.com/watch?v=gWYIo3l1oQ4
63,n/a,Jesus Chorou (Ao Vivo),Racionais MC's,22,1364912,n/a,https://www.youtube.com/watch?v=Hqp_LkLzFFM
64,66,Nome Proibido,Rey Vaqueiro,7,1361723,0.03%,https://www.youtube.com/watch?v=5yrZab1iEXA
65,69,Biometria,Netto Brito,17,1357921,0.04%,https://www.youtube.com/watch?v=bS9r47RA_To
66,45,MATADORA,DJ Asul,3,1345998,-0.19%,https://www.youtube.com/watch?v=9jSq99uN7q0
67,62,Saudade do Carai,Mari Fernandez & Grelo & Natanzinho Lima,16,1328099,-0.07%,https://www.youtube.com/watch?v=yc4j-pIq20M
68,70,P.I.T.T.Y. (Parecendo Uma Cafetina),NandaTsunami & Stick & Bvga Beatz & Torelli,7,1282830,-0.02%,https://www.youtube.com/watch?v=LcldH2JNN8U
69,n/a,Semi Nua 2 (feat. MC GP MC Ryan SP MC Willian DJ Guh Mix DU'L MC RN do Capão & Marquinho No Beat),Mc Iguinho Ct & Mc Negão Original & Aaron Modesto & Mc Dena,1,1242297,n/a,https://www.youtube.com/watch?v=RREZkww4imw
70,68,Eu Vou Cuspir,DJ YAN MARIOTO & Mc Marlon Ph & BIG MC,6,1199937,-0.08%,https://www.youtube.com/watch?v=7YYd6g-ESlk
71,76,Treme o Bumbum,MC Leléto,10,1189462,-0.02%,https://www.youtube.com/watch?v=U6rK_v1il90
72,71,Ela Sai de Provocação,MC Don Juan & Boladin 211 & Dj Felipe Maia & Dj Kaioken,11,1186459,-0.09%,https://www.youtube.com/watch?v=XFo7RaOhpHw
73,82,Fazer Macete,Afinho do Fluxo & Arthurzinho batedeira & MC Cauazim & Mc Fininho Da RC & Mc Nick,11,1186041,0.07%,https://www.youtube.com/watch?v=-yoUW90xZck
74,65,Caos De Alguém (Ao Vivo),Felipe & Rodrigo,14,1179549,-0.11%,https://www.youtube.com/watch?v=cdrEO7pIQXk
75,n/a,Assunto Que Dói,Gusttavo Lima,1,1169216,n/a,https://www.youtube.com/watch?v=GQ-2GJbU9P4
76,74,Quem Ama Sempre Entende (Ao Vivo),Henrique & Juliano,9,1168518,-0.05%,https://www.youtube.com/watch?v=OzDkgc9bVhQ
77,59,Garupão,Void & Luan Pereira & Rafael Garcez,3,1163977,-0.21%,https://www.youtube.com/watch?v=GD7K82o6zRA
78,78,Sua Vez de Terminar (Ao Vivo),Toque Dez,11,1162069,-0.03%,https://www.youtube.com/watch?v=IEDvym28mlA
79,n/a,Xota Agua Xau Bom Dia,Danado do Recife & Escama Reels & Zoinho no Beat & mc lysa,1,1120535,n/a,https://www.youtube.com/watch?v=5Dm8xr8MzDs
80,84,Me Refaz (Ao Vivo),Ministério Pra Tua Glória,14,1107366,0.01%,https://www.youtube.com/watch?v=lI8OpUT3NmQ
81,86,Eu Vou Fazer (Ao Vivo),Kailane Frauches,8,1099252,0.03%,https://www.youtube.com/watch?v=w2pP1DYZSTg
82,99,Nada É para Sempre,Desejo de Menina,2,1097438,0.1%,https://www.youtube.com/watch?v=N0W-bLwqVDA
83,79,Vaqueirão (Ao Vivo),Manim Vaqueiro & Talita Mel,10,1096926,-0.07%,https://www.youtube.com/watch?v=9L-VsOwhlXY
84,85,Passinho do Japonês,MC Loma e as Gêmeas Lacração,8,1093878,0.02%,https://www.youtube.com/watch?v=TPjefAA7TlA
85,n/a,Quero Ser o Seu Amor,Marília Tavares,1,1079053,n/a,https://www.youtube.com/watch?v=Fp_Yk19aE-g
86,81,The Fate of Ophelia,Taylor Swift,20,1069589,-0.04%,https://www.youtube.com/watch?v=ko70cExuzZM
87,n/a,Déjà Vu (Live),Andrielly Souza,1,1066066,n/a,https://www.youtube.com/watch?v=0CPO73ihFXo
88,93,Lua Cheia,Marina Sena,7,1061108,0.04%,https://www.youtube.com/watch?v=q0u47Nl7N7M
89,n/a,Anjos (Pra quem tem fé),O Rappa,2,1054227,n/a,https://www.youtube.com/watch?v=BPbCLtBl_g4
90,88,Treme o Popozão,MC Leléto & Leléto Records,7,1039762,0%,https://www.youtube.com/watch?v=-gyG8PWHa9k
91,90,Sweet Child O' Mine,Guns N' Roses,7,1034297,0%,https://www.youtube.com/watch?v=1w7OgIMMRc4
92,94,Ritmo Lilly Wood,dj mtn & DJ ML ORIGINAL & DJ LKC ORIGINAL & MC Star RJ & FreesTyle Sounds,4,1026056,0.01%,https://www.youtube.com/watch?v=iDBPrs9YGHg
93,91,Pedido De Socorro (Ao Vivo),Gustavo Mioto,9,1025305,-0.01%,https://www.youtube.com/watch?v=Hv53XBYeK7E
94,87,Dois Gumes (Ao Vivo),Felipe & Rodrigo,3,1023438,-0.02%,https://www.youtube.com/watch?v=MuJJm9kqopk
95,89,Imprevisto,Yago Oproprio & Skeeter Beats & Rô Rosa,14,1013532,-0.02%,https://www.youtube.com/watch?v=EbVV9FDxM4c
96,95,O Maior Vilão Sou Eu,Sarah Beatriz,4,1006415,-0.01%,https://www.youtube.com/watch?v=1lMFElbRIos
97,n/a,Irmão da Lua Amigo das Estrelas,Zezé Di Camargo & Luciano,1,1004579,n/a,https://www.youtube.com/watch?v=n7RoCG6O0Ew
98,80,Marquinha De Fitinha (Ao Vivo),Léo Santana,6,996194,-0.15%,https://www.youtube.com/watch?v=cxym1Hf9x5k
99,n/a,O Vovô Não Ta Casado,Biurifol & Dj Emige & B7 City,3,991597,n/a,https://www.youtube.com/watch?v=0iQ5jNnLySo
100,96,Ore Mais,Angélica Azevedo,4,991484,-0.02%,https://www.youtube.com/watch?v=Q_9eQBWC8O4
