video_id,artist_name,title,published_at,view_count,like_count,comment_count,has_call2go,call2go_type,call2go_source,video_call2go,channel_call2go,is_auto_generated,is_oac_channel
yEJQzwfdSOk,Mc Gw,"4 HORAS - MC GW, MC Buraga e DJ Digo Beat",2026-02-15T15:00:00Z,6779,220,6,1,link_direto,canal,nenhum,link_direto,0,0
sPElT51sAK0,Mc Gw,"AUTOMOTIVO DO DJ - MC GW, MC Delux, MC Gimenes e DJ WF",2026-02-14T15:00:00Z,3454,71,4,1,link_direto,canal,nenhum,link_direto,0,0
u_WC9qNVg4A,Mc Gw,TRAVA TRAVA - MC GW e DJ Novato,2026-02-13T15:00:00Z,5692,154,3,1,link_direto,canal,nenhum,link_direto,0,0
9TGjYCWtLJc,Mc Gw,"AFROBEAT STEREO LOVE - MC GW, MC da 12, MC Renatin e DJ Miltinho",2026-02-12T16:52:09Z,5867,199,5,1,link_direto,canal,nenhum,link_direto,0,0
OgjvQOQ_Jo0,Mc Gw,AUTOMOTIVO QUEIMA SOM - MC GW E DJ Miller,2026-02-11T15:00:00Z,7216,255,4,1,link_direto,canal,nenhum,link_direto,0,0
s52aIbuA4OM,Mc Gw,"TA COM FOME - MC GW, Itamar MC e DJ Arana",2026-02-09T15:00:00Z,4192,129,7,1,link_direto,canal,nenhum,link_direto,0,0
czuquVbReIA,Mc Gw,MET3 NA FILHA DA TIA - MC GW e DJ T07 Original,2026-02-08T15:00:00Z,61370,874,13,1,link_direto,canal,nenhum,link_direto,0,0
ceKvEQP8XXE,Mc Gw,JA SEI O QUE TU GOSTA - MC GW e DJ Miller,2026-02-07T15:00:00Z,16370,299,3,1,link_direto,canal,nenhum,link_direto,0,0
ZXoMJLXMtlQ,Mc Gw,"CADA SENTADA UM FLASH - MC GW,  DJ's Jhonatta, Miltinho, Yago Gomes e Decco",2026-02-06T15:00:00Z,9724,193,7,1,link_direto,canal,nenhum,link_direto,0,0
OonO5FPSgvI,Mc Gw,"RASTA QUE RASTA 2 - MC GW, MC LD e DJ Bokinha",2026-02-05T15:00:00Z,4048,171,2,1,link_direto,canal,nenhum,link_direto,0,0
z_GKi7FoRxA,Mc Gw,"ELA GOSTA DE QUE? - MC GW, MC Renatin e DJ F2",2026-02-04T15:00:00Z,5095,156,10,1,link_direto,canal,nenhum,link_direto,0,0
uPPZoGjZ4ZM,Mc Gw,"SOLINHO RITMADO - MC GW, MC Kitinho e DJ Wendrew",2026-02-03T17:00:00Z,30492,563,11,1,link_direto,canal,nenhum,link_direto,0,0
Iljj0JhETso,Mc Gw,VOU LANÇAR ESSA MÚSICA COM O KANNALHA PRO CARNAVAL!,2026-02-03T13:03:37Z,5719,214,7,1,link_direto,canal,nenhum,link_direto,0,0
lrWfUN9d7Ps,Mc Gw,"SWINGADA DO GW - MC GW, DJ Camponês 22 e Hackzin22",2026-02-02T23:07:27Z,5828,214,6,1,link_direto,canal,nenhum,link_direto,0,0
E9xImqWse3w,Matheus & Kauan,PARTICIPAÇÃO CONFIRMADA: nossa amiga Simone Mendes!,2026-03-27T21:33:43Z,3846,59,1,0,nenhum,nenhum,nenhum,nenhum,0,0
GQWpPum8jT4,Matheus & Kauan,Participação Surpresa!,2026-03-25T15:16:03Z,8708,123,4,0,nenhum,nenhum,nenhum,nenhum,0,0
oxv9Qc62Zac,Matheus & Kauan,24 de março de 2026,2026-03-24T21:10:35Z,4645,100,8,0,nenhum,nenhum,nenhum,nenhum,0,0
vLF0_aiN8zw,Matheus & Kauan,E ai gente meus takes estão aprovados? 🎥😆,2026-03-23T21:39:32Z,5577,82,2,0,nenhum,nenhum,nenhum,nenhum,0,0
1pFjS7Ewr2o,Matheus & Kauan,Vendas abertas! GRAVAÇÃO DVD ASTRAL PARTE II + show completo em 20 de abril!,2026-03-19T15:13:31Z,11218,156,1,0,nenhum,nenhum,nenhum,nenhum,0,0
H7xNDODFayI,Matheus & Kauan,Se quiser ficar pra sempre PODE FICARRRR.,2026-03-16T21:38:57Z,8719,234,4,0,nenhum,nenhum,nenhum,nenhum,0,0
rAZL5c_xWBg,Matheus & Kauan,E nessas horas…,2026-03-15T01:20:02Z,6612,218,4,0,nenhum,nenhum,nenhum,nenhum,0,0
MUdtk2FiQm0,Matheus & Kauan,Só ver sua foto não vai me esquentar… 🎶📸👀,2026-03-13T22:35:53Z,8396,245,4,0,nenhum,nenhum,nenhum,nenhum,0,0
1-TS-WWlhPw,Matheus & Kauan,Vocês gostam dessa né? Então vamos de #tbt hoje com ela? 👀,2026-03-12T21:19:44Z,12752,683,7,0,nenhum,nenhum,nenhum,nenhum,0,0
_ZuqXykjOrE,Matheus & Kauan,Esse dia foi bom demais! 😂,2026-03-11T23:03:47Z,5196,141,5,0,nenhum,nenhum,nenhum,nenhum,0,0
I9iR8HfcRvI,Matheus & Kauan,"Tem gente que chega e que vai, não volta… 💉🕊️",2026-03-10T21:55:59Z,7984,193,3,0,nenhum,nenhum,nenhum,nenhum,0,0
vhRl-MSodE4,Matheus & Kauan,Mas a gente celebra essa galera que canta! 👏😂,2026-03-09T21:29:20Z,12586,226,7,0,nenhum,nenhum,nenhum,nenhum,0,0
KL7AyYLF0oM,Matheus & Kauan,Feliz Dia Internacional da Mulher. 🌹,2026-03-08T15:43:10Z,9283,197,3,0,nenhum,nenhum,nenhum,nenhum,0,0
R8lEnBVaHik,Matheus & Kauan,Até nossa loucura combina… ✨,2026-03-06T22:06:00Z,10208,377,4,0,nenhum,nenhum,nenhum,nenhum,0,0
yvvdXZ3WUME,Matheus & Kauan,Admitaaaa! 🚀 #matheusekauan #sertanejo,2026-03-05T20:08:27Z,13978,639,13,0,nenhum,nenhum,nenhum,nenhum,0,0
WEgPVrdAQms,Matheus & Kauan,“Admita” no primeiro dia de lançamento… já é #1 nas rádios 🏆🔥,2026-03-02T23:26:54Z,6081,115,1,0,nenhum,nenhum,nenhum,nenhum,0,0
YSF1cB4vwng,Matheus & Kauan,28 de fevereiro de 2026,2026-02-28T21:53:24Z,7894,230,4,0,nenhum,nenhum,nenhum,nenhum,0,0
CicglK0dfeg,Matheus & Kauan,Essa te lembra alguém?,2026-02-26T21:19:07Z,12359,420,12,0,nenhum,nenhum,nenhum,nenhum,0,0
bKv9TtXa5ss,Matheus & Kauan,Só quem já passou as noites em claro escutando essa entende… 💔😔 #sertanejo #matheusekauan,2026-02-24T16:08:14Z,10038,288,9,0,nenhum,nenhum,nenhum,nenhum,0,0
cvX3L3BHMuQ,Matheus & Kauan,🎟️ INGRESSOS LIBERADOS!,2026-02-24T15:16:24Z,7115,160,1,0,nenhum,nenhum,nenhum,nenhum,0,0
VYFPNMIQQVc,Matheus & Kauan,Vamos continuar só cantando mesmo! 🤣🙏,2026-02-23T21:08:48Z,7826,165,8,0,nenhum,nenhum,nenhum,nenhum,0,0
dhjyGzZ5NVw,Matheus & Kauan,Abertura de vendas - DVD Astral PARTE II,2026-02-23T13:37:56Z,5333,116,8,0,nenhum,nenhum,nenhum,nenhum,0,0
nCAGqLqCJ6k,Matheus & Kauan,Conhece alguém que tá no desespero pra chamar sua atenção? 👀,2026-02-21T22:00:56Z,15181,859,16,0,nenhum,nenhum,nenhum,nenhum,0,0
iKKDYNvQbpg,Matheus & Kauan,21 de fevereiro de 2026,2026-02-21T04:27:52Z,6045,0,0,0,nenhum,nenhum,nenhum,nenhum,0,0
4VvIq4BrZIE,Matheus & Kauan,TODAS… mas essa não 😓,2026-02-13T16:12:01Z,10673,286,3,0,nenhum,nenhum,nenhum,nenhum,0,0
9crbCOddPrc,Matheus & Kauan,Matheus e Kauan - EU VOU ESTAR #Astral,2026-02-10T23:00:07Z,365716,1602,391,0,nenhum,nenhum,nenhum,nenhum,0,0
StGGz9gC3Sk,Matheus & Kauan,Gaivota surgiu mais ou menos assim! ✨,2026-02-10T00:02:35Z,14167,505,8,0,nenhum,nenhum,nenhum,nenhum,0,0
tgAwD6YvLag,Matheus & Kauan,"Saiuuuu!! Clipe de HIPERFOCO, já disponível aqui!!!",2026-02-06T14:42:32Z,9080,198,3,0,nenhum,nenhum,nenhum,nenhum,0,0
O_RFJqK38Eo,Matheus & Kauan,Matheus e Kauan - Hiperfoco #Astral,2026-02-06T14:10:53Z,1802504,3384,328,0,nenhum,nenhum,nenhum,nenhum,0,0
dSEkDO5abj8,Matheus & Kauan,Amanhã às 11hrs - clipe de HIPERFOCO completo aqui no nosso Canal do YouTube!,2026-02-05T22:04:06Z,7007,147,5,0,nenhum,nenhum,nenhum,nenhum,0,0
EIWL6Mvo9B8,Matheus & Kauan,Bateu nostalgia aí? ✨,2026-02-05T17:01:12Z,9720,184,1,0,nenhum,nenhum,nenhum,nenhum,0,0
uCqRVDV2K_8,Matheus & Kauan,Manda pra aquela pessoa que vive postando indireta pra vc! 👀,2026-02-03T23:47:33Z,15003,590,5,0,nenhum,nenhum,nenhum,nenhum,0,0
pZJG8BAWBrw,Matheus & Kauan,Estamos de olho hein 👀,2026-02-03T20:47:02Z,4917,101,2,0,nenhum,nenhum,nenhum,nenhum,0,0
wkWtjAo0TkQ,Matheus & Kauan,SAIUU!!! Clipe de “Você Sempre Será”,2026-01-30T15:02:39Z,14531,394,5,0,nenhum,nenhum,nenhum,nenhum,0,0
ljGk56fqLXg,Matheus & Kauan,Matheus e Kauan - Você Sempre Será #Astral,2026-01-30T14:00:07Z,517592,3235,1252,0,nenhum,nenhum,nenhum,nenhum,0,0
I-u3DA-scrs,Matheus & Kauan,Já usa o áudio de “Admita” que estamos de olho em tudo! 👀,2026-01-28T20:09:55Z,8303,201,5,0,nenhum,nenhum,nenhum,nenhum,0,0
p1z2BT-ogRA,Matheus & Kauan,Assista agora - ADMITA Matheus e Kauan e Lauana Prado,2026-01-23T16:38:46Z,12410,338,10,0,nenhum,nenhum,nenhum,nenhum,0,0
LpsgjNLubAU,Matheus & Kauan,"Matheus e Kauan, Lauana Prado  - Admita  #Astral",2026-01-23T14:00:18Z,10532692,13988,3699,0,nenhum,nenhum,nenhum,nenhum,0,0
93oRxqHoNuo,Matheus & Kauan,20 de janeiro de 2026,2026-01-20T15:59:05Z,3017,86,2,0,nenhum,nenhum,nenhum,nenhum,0,0
YPkCcoRKJH4,Matheus & Kauan,Sabe de alguém que precisa admitir algo? 👀,2026-01-17T15:17:22Z,8549,190,5,0,nenhum,nenhum,nenhum,nenhum,0,0
WzQCWPX5HPc,Matheus & Kauan,"E aí, acharam que combina mesmo? 👀🤞",2026-01-13T23:21:39Z,7177,170,5,0,nenhum,nenhum,nenhum,nenhum,0,0
VRCOJl6Ay3Y,Matheus & Kauan,Dá play em “Deus Perdoa” aí urgente!!! 🚀,2026-01-11T21:48:24Z,7427,161,6,0,nenhum,nenhum,nenhum,nenhum,0,0
XmPQkFlW91U,Matheus & Kauan,Quem sou eu pra te julgar! 🤷🏼‍♂️,2026-01-09T14:00:00Z,8418,224,3,0,nenhum,nenhum,nenhum,nenhum,0,0
61gU0ae0gq4,Matheus & Kauan,Tá com a turma reunida? Então bora curtir o feriado: com 'Deus Perdoa' no último volume 🔥 #shorts,2025-12-25T16:00:07Z,11717,305,5,0,nenhum,nenhum,nenhum,nenhum,0,0
_y9cBi-GQH0,Matheus & Kauan,"Final do The Voice Brasil #TimeMEK brilhando hoje, às 22h45, no @sbt e @disneyplusbr #shorts",2025-12-24T00:00:49Z,5429,89,2,0,nenhum,nenhum,nenhum,nenhum,0,0
VxGEPZSMyjU,Matheus & Kauan,Hoje é a grande final do #TheVoiceBrasil e o #timemek tá como?! EM TODO BRASIL! ❤️‍🔥 #sertanejo,2025-12-22T21:19:13Z,7707,138,10,0,nenhum,nenhum,nenhum,nenhum,0,0
cUoT8UlqXTM,Matheus & Kauan,"E aí, nossa versão tá aprovada?",2025-12-20T14:45:36Z,10439,346,10,0,nenhum,nenhum,nenhum,nenhum,0,0
fq6mbpDj4gs,Matheus & Kauan,Matheus e Kauan - Deus Perdoa #Astral,2025-12-19T23:01:41Z,11152889,10034,4182,0,nenhum,nenhum,nenhum,nenhum,0,0
u5o8v8OqLl0,Matheus & Kauan,"Gravou, lançou e já tá na boca da galera 😱“Deus Perdoa” dominou o @villacountry!",2025-12-19T18:29:40Z,17272,478,12,0,nenhum,nenhum,nenhum,nenhum,0,0
knGsRCzG4Pg,Matheus & Kauan,"São Paulo/SP, que astral foi esse?🔥 Primeira parte do DVD gravada hoje. “Deus Perdoa” já disponível",2025-12-19T03:55:55Z,7870,191,9,0,nenhum,nenhum,nenhum,nenhum,0,0
6JkdSGg8lxk,Luan Santana,PARECE (Ao Vivo),2026-03-27T10:00:00Z,3225,24,0,0,nenhum,nenhum,nenhum,nenhum,1,1
E58RgaAzGG4,Luan Santana,OLHO MARROM - Ao Vivo em Lisboa,2026-03-27T10:00:00Z,1256,4,0,0,nenhum,nenhum,nenhum,nenhum,1,1
LNZdu6OpReA,Luan Santana,MEIO TERMO (Ao Vivo),2026-03-27T10:00:00Z,3953,31,0,0,nenhum,nenhum,nenhum,nenhum,1,1
NplCLtWoS18,Luan Santana,Tanto Faz (Ao Vivo),2026-03-27T10:00:00Z,4030,22,0,0,nenhum,nenhum,nenhum,nenhum,1,1
kDXJ8RDfhW0,Luan Santana,OLHO MARROM - Ao Vivo em Lisboa,2026-03-27T10:00:00Z,1013,6,0,0,nenhum,nenhum,nenhum,nenhum,1,1
uxS3Yfar_0Y,Luan Santana,CLONE (Ao Vivo),2026-03-27T10:00:00Z,2834,24,0,0,nenhum,nenhum,nenhum,nenhum,1,1
0TUy2j3krkM,Luan Santana,OLHO MARROM - Ao Vivo em Lisboa,2026-03-21T10:00:00Z,3513,14,1,0,nenhum,nenhum,nenhum,nenhum,1,1
3gBX2wh7Cks,Luan Santana,MEIO TERMO (Ao Vivo),2026-03-21T10:00:00Z,8360,42,0,0,nenhum,nenhum,nenhum,nenhum,1,1
S_PlYYhGXcg,Luan Santana,MEIO TERMO (Ao Vivo),2026-03-13T10:00:00Z,3355,17,0,0,nenhum,nenhum,nenhum,nenhum,1,1
TjINpQqmFD0,Luan Santana,MEIO TERMO (Ao Vivo),2026-03-13T10:00:00Z,6612,45,0,0,nenhum,nenhum,nenhum,nenhum,1,1
VGOOz7weXYU,Luan Santana,MEIO TERMO (Ao Vivo),2026-03-13T10:00:00Z,2946,9,0,0,nenhum,nenhum,nenhum,nenhum,1,1
Vypu1LNeUOc,Luan Santana,CLONE (Ao Vivo),2026-03-13T10:00:00Z,2792,22,1,0,nenhum,nenhum,nenhum,nenhum,1,1
dzohA1l8S6A,Luan Santana,MEIO TERMO (Ao Vivo),2026-03-13T10:00:00Z,57910,292,2,0,nenhum,nenhum,nenhum,nenhum,1,1
fRDT8-NjrB4,Luan Santana,MEIO TERMO (Ao Vivo),2026-03-13T10:00:00Z,131843,650,2,0,nenhum,nenhum,nenhum,nenhum,1,1
rKnD6X5oqYU,Luan Santana,MEIO TERMO (Ao Vivo),2026-03-13T10:00:00Z,2421,6,0,0,nenhum,nenhum,nenhum,nenhum,1,1
uqR71MJVZ-s,Luan Santana,CLONE (Ao Vivo),2026-03-13T10:00:00Z,1407,9,0,0,nenhum,nenhum,nenhum,nenhum,1,1
HsfMIA1nT9w,Luan Santana,OLHO MARROM - Ao Vivo em Lisboa,2026-03-06T10:04:47Z,118,2,0,0,nenhum,nenhum,nenhum,nenhum,1,1
saMljUVvggc,Luan Santana,MEIO TERMO (Ao Vivo),2026-03-06T10:04:32Z,166,0,0,0,nenhum,nenhum,nenhum,nenhum,1,1
vBkj6GZKW8M,Luan Santana,Chuva de Arroz (Ao Vivo),2026-03-06T10:04:29Z,464,2,0,0,nenhum,nenhum,nenhum,nenhum,1,1
JaKYieDWW4w,Luan Santana,OLHO MARROM - Ao Vivo em Lisboa,2026-03-06T10:03:43Z,1253,2,0,0,nenhum,nenhum,nenhum,nenhum,1,1
1Min6sWwAz0,Luan Santana,MULHER SEGURA (Ao Vivo),2026-03-06T10:03:31Z,11347,59,1,0,nenhum,nenhum,nenhum,nenhum,1,1
kuvgkM6fUdA,Luan Santana,MEIO TERMO (Ao Vivo),2026-03-06T10:03:21Z,54,0,0,0,nenhum,nenhum,nenhum,nenhum,1,1
lsg4V2ygN5Q,Luan Santana,OLHO MARROM - Ao Vivo em Lisboa,2026-03-06T10:03:16Z,279,6,0,0,nenhum,nenhum,nenhum,nenhum,1,1
z4ADc-8y1Fw,Luan Santana,MEIO TERMO (Ao Vivo),2026-03-06T10:02:50Z,96,1,0,0,nenhum,nenhum,nenhum,nenhum,1,1
EShDz65pz0c,Luan Santana,MEIO TERMO (Ao Vivo),2026-03-06T10:00:00Z,61,1,0,0,nenhum,nenhum,nenhum,nenhum,1,1
McPicxZ0qRg,Luan Santana,Chuva de Arroz (Ao Vivo),2026-03-06T10:00:00Z,583,8,0,0,nenhum,nenhum,nenhum,nenhum,1,1
OXn_1Tnfj8M,Luan Santana,MEIO TERMO (Ao Vivo),2026-03-06T10:00:00Z,62,0,0,0,nenhum,nenhum,nenhum,nenhum,1,1
PwHL6VFNnio,Luan Santana,OLHO MARROM - Ao Vivo em Lisboa,2026-03-06T10:00:00Z,50,0,0,0,nenhum,nenhum,nenhum,nenhum,1,1
ZpwMKfuHX6Q,Luan Santana,OLHO MARROM - Ao Vivo em Lisboa,2026-03-06T10:00:00Z,85,0,0,0,nenhum,nenhum,nenhum,nenhum,1,1
aHLyLo-SsTo,Luan Santana,OLHO MARROM - Ao Vivo em Lisboa,2026-03-06T10:00:00Z,118,0,0,0,nenhum,nenhum,nenhum,nenhum,1,1
ekcOQbKKj9o,Luan Santana,MEIO TERMO (Ao Vivo),2026-03-06T10:00:00Z,78,0,0,0,nenhum,nenhum,nenhum,nenhum,1,1
jUNBZyE3ZRk,Luan Santana,MEIO TERMO (Ao Vivo),2026-03-06T10:00:00Z,28,0,0,0,nenhum,nenhum,nenhum,nenhum,1,1
wIFhEk9DjcA,Luan Santana,OLHO MARROM - Ao Vivo em Lisboa,2026-03-06T10:00:00Z,196,2,0,0,nenhum,nenhum,nenhum,nenhum,1,1
yVPUp5m76Pw,Luan Santana,MULHER SEGURA (Ao Vivo),2026-03-06T10:00:00Z,262,3,0,0,nenhum,nenhum,nenhum,nenhum,1,1
J1gdY6MCwss,Luan Santana,OLHO MARROM - Ao Vivo em Lisboa,2026-02-20T10:00:00Z,267,2,0,0,nenhum,nenhum,nenhum,nenhum,1,1
Lv5tPNUFbmY,Luan Santana,OLHO MARROM - Ao Vivo em Lisboa,2026-02-20T10:00:00Z,397,2,0,0,nenhum,nenhum,nenhum,nenhum,1,1
PS7v8a77hdk,Luan Santana,MEIO TERMO (Ao Vivo),2026-02-20T10:00:00Z,177,1,0,0,nenhum,nenhum,nenhum,nenhum,1,1
Pug-sB-Yjcc,Luan Santana,Chuva de Arroz (Ao Vivo),2026-02-20T10:00:00Z,379,3,0,0,nenhum,nenhum,nenhum,nenhum,1,1
_2I2ZydCTHM,Luan Santana,Chuva de Arroz (Ao Vivo),2026-02-20T10:00:00Z,3357,7,1,0,nenhum,nenhum,nenhum,nenhum,1,1
ge_NnMjmoQE,Luan Santana,MEIO TERMO (Ao Vivo),2026-02-20T10:00:00Z,106,1,0,0,nenhum,nenhum,nenhum,nenhum,1,1
08u17jxEEFg,Luan Santana,Cantada,2026-02-13T10:00:00Z,1184,10,0,0,nenhum,nenhum,nenhum,nenhum,1,1
2LhuMu0WgaA,Luan Santana,OLHO MARROM - Ao Vivo em Lisboa,2026-02-13T10:00:00Z,1316,11,0,0,nenhum,nenhum,nenhum,nenhum,1,1
7-5vBzt0SHg,Luan Santana,ABALO EMOCIONAL (Ao Vivo),2026-02-13T10:00:00Z,46967,278,0,0,nenhum,nenhum,nenhum,nenhum,1,1
85iCsj0BBgE,Luan Santana,OLHO MARROM - Ao Vivo em Lisboa,2026-02-13T10:00:00Z,2604,11,0,0,nenhum,nenhum,nenhum,nenhum,1,1
8Bbx-S4PvsA,Luan Santana,MEIO TERMO (Ao Vivo),2026-02-13T10:00:00Z,19639,73,0,0,nenhum,nenhum,nenhum,nenhum,1,1
A_GI3y1NT2s,Luan Santana,MEIO TERMO (Ao Vivo),2026-02-13T10:00:00Z,102,1,0,0,nenhum,nenhum,nenhum,nenhum,1,1
BpMpzGktOSQ,Luan Santana,MEIO TERMO (Ao Vivo),2026-02-13T10:00:00Z,57,0,0,0,nenhum,nenhum,nenhum,nenhum,1,1
HzHQh2NYpVc,Luan Santana,MEIO TERMO (Ao Vivo),2026-02-13T10:00:00Z,16624,57,0,0,nenhum,nenhum,nenhum,nenhum,1,1
J9dyc7Apots,Luan Santana,MEIO TERMO (Ao Vivo),2026-02-13T10:00:00Z,3146,12,0,0,nenhum,nenhum,nenhum,nenhum,1,1
P_ajNGuxoZk,Luan Santana,MEIO TERMO (Ao Vivo),2026-02-13T10:00:00Z,4115,16,0,0,nenhum,nenhum,nenhum,nenhum,1,1
-bGAIjiLf7o,Matuê,Crack com Mussilon,2026-03-27T20:03:27Z,390,13,0,1,link_direto,canal,nenhum,link_direto,1,1
0_C8vdpRKSY,Matuê,4Tal,2026-03-27T20:03:27Z,78,2,0,1,link_direto,canal,nenhum,link_direto,1,1
1ThpKfdWFX8,Matuê,Like This!,2026-03-27T20:03:27Z,188,5,0,1,link_direto,canal,nenhum,link_direto,1,1
4wuHraRQ9lU,Matuê,V de Vilão,2026-03-27T20:03:27Z,691,11,0,1,link_direto,canal,nenhum,link_direto,1,1
ABHOWMBF2U4,Matuê,Maria,2026-03-27T20:03:27Z,71,5,0,1,link_direto,canal,nenhum,link_direto,1,1
M11cAVhW1T0,Matuê,Isso é Sério,2026-03-27T20:03:27Z,122,3,0,1,link_direto,canal,nenhum,link_direto,1,1
O_YVhp0hvlc,Matuê,Castlevania,2026-03-27T20:03:27Z,73,5,0,1,link_direto,canal,nenhum,link_direto,1,1
PvHL6FfmWJE,Matuê,Imagina esse Cenário,2026-03-27T20:03:27Z,23,0,0,1,link_direto,canal,nenhum,link_direto,1,1
UJ6j-ouHJGA,Matuê,1993,2026-03-27T20:03:27Z,13,0,0,1,link_direto,canal,nenhum,link_direto,1,1
oq0Mnb0DVME,Matuê,O Som,2026-03-27T20:03:27Z,20,2,0,1,link_direto,canal,nenhum,link_direto,1,1
s2XQtjS_ZqQ,Matuê,333,2026-03-27T20:03:27Z,76,3,0,1,link_direto,canal,nenhum,link_direto,1,1
yvg0V2QfAc0,Matuê,04AM,2026-03-27T20:03:27Z,37,0,0,1,link_direto,canal,nenhum,link_direto,1,1
PF7e0ji0Dls,Matuê,TODAS AS LUZES,2025-12-11T00:04:24Z,1199953,13319,0,1,link_direto,canal,nenhum,link_direto,1,1
g3D3GII49EA,Matuê,OS MELHORES,2025-12-11T00:04:17Z,1255079,13802,0,1,link_direto,canal,nenhum,link_direto,1,1
KI_wav-Nm3s,Matuê,BACKSTAGE,2025-12-11T00:04:13Z,7566612,51150,0,1,link_direto,canal,nenhum,link_direto,1,1
XNbqFFNxpuY,Matuê,XTRANHO,2025-12-11T00:04:07Z,2209796,20352,0,1,link_direto,canal,nenhum,link_direto,1,1
lKqxFicLn_c,Matuê,PENSAMENTOS PERIGOSOS,2025-12-11T00:03:56Z,1151855,16139,0,1,link_direto,canal,nenhum,link_direto,1,1
yhBQHbr0jl4,Matuê,FACAS E MACHADOS,2025-12-11T00:03:44Z,927779,15133,0,1,link_direto,canal,nenhum,link_direto,1,1
Yq6K-BpedyU,Matuê,TALKING BOUT,2025-12-11T00:03:12Z,1021718,13025,0,1,link_direto,canal,nenhum,link_direto,1,1
2OYoXYDQcpU,Matuê,ÍCONE FASHION,2025-12-11T00:03:07Z,1550262,17078,0,1,link_direto,canal,nenhum,link_direto,1,1
7lEJktiNUig,Matuê,NANANANA,2025-12-11T00:01:48Z,542368,4392,0,1,link_direto,canal,nenhum,link_direto,1,1
nM385HRiZs4,Matuê,REI TUÊ,2025-12-11T00:01:47Z,1907182,25912,0,1,link_direto,canal,nenhum,link_direto,1,1
5zuRU9odIYs,Matuê,AUTOBAHN,2025-12-11T00:01:24Z,1827243,18727,0,1,link_direto,canal,nenhum,link_direto,1,1
M-mS9i48bJA,Matuê,ALTERADO,2025-12-11T00:01:22Z,872516,9525,0,1,link_direto,canal,nenhum,link_direto,1,1
Yn8xn77wyt0,Matuê,MEU CEMITÉRIO,2025-12-11T00:01:19Z,864958,10586,0,1,link_direto,canal,nenhum,link_direto,1,1
59K1fOUYouM,Matuê,MEU CEMITÉRIO,2025-12-09T00:04:11Z,942222,12440,0,1,link_direto,canal,nenhum,link_direto,1,1
Mw0OnFZtwlw,Matuê,Banco,2025-09-26T15:28:38Z,1845385,10423,0,1,link_direto,canal,nenhum,link_direto,1,1
qBtstSJq81o,Matuê,H.O.R.T.A,2025-09-26T15:27:11Z,284599,2055,0,1,link_direto,canal,nenhum,link_direto,1,1
sPYFGNcBAdw,Matuê,De Peça Em Peça,2025-09-26T15:26:20Z,3696054,17851,0,1,link_direto,canal,nenhum,link_direto,1,1
cy31ZUhhfUw,Matuê,Celine,2025-09-26T15:25:37Z,293513,2313,0,1,link_direto,canal,nenhum,link_direto,1,1
XHrodBTQoCs,Matuê,A Morte do Autotune,2025-09-26T15:22:56Z,9462617,49668,0,1,link_direto,canal,nenhum,link_direto,1,1
EHqa2In-EtY,Matuê,Anos Luz,2025-09-26T15:22:35Z,11206005,50752,0,1,link_direto,canal,nenhum,link_direto,1,1
FLfHuZHRLn0,Matuê,Lama No Copo,2025-09-26T15:22:34Z,660315,4304,0,1,link_direto,canal,nenhum,link_direto,1,1
vO71do-0abM,Matuê,Quem Manda É a 30,2025-09-26T15:21:59Z,1364327,9018,0,1,link_direto,canal,nenhum,link_direto,1,1
zxHObyWGzIA,Matuê,Urubus,2025-09-26T15:21:56Z,650685,4343,0,1,link_direto,canal,nenhum,link_direto,1,1
-bYNcpEBY9E,Matuê,04AM,2024-09-09T18:33:00Z,6666365,32098,0,1,link_direto,canal,nenhum,link_direto,1,1
0zamf27iJ1E,Matuê,Like This!,2024-09-09T18:33:00Z,3708423,28928,0,1,link_direto,canal,nenhum,link_direto,1,1
A4FRq2QK6mw,Matuê,Castlevania,2024-09-09T18:33:00Z,7115692,39219,0,1,link_direto,canal,nenhum,link_direto,1,1
MUyEn9pYeSs,Matuê,333,2024-09-09T18:33:00Z,10775543,72343,0,1,link_direto,canal,nenhum,link_direto,1,1
OL8D3AMHFmY,Matuê,4Tal,2024-09-09T18:33:00Z,6331499,34775,0,1,link_direto,canal,nenhum,link_direto,1,1
QGSdmEsv4G0,Matuê,V de Vilão,2024-09-09T18:33:00Z,6315336,36292,0,1,link_direto,canal,nenhum,link_direto,1,1
iEb-OKbn-w8,Matuê,O Som,2024-09-09T18:33:00Z,6242837,41283,0,1,link_direto,canal,nenhum,link_direto,1,1
mZkAgybPck8,Matuê,Isso é Sério,2024-09-09T18:33:00Z,12032677,64650,0,1,link_direto,canal,nenhum,link_direto,1,1
q1uzWy6JBcI,Matuê,Crack com Mussilon,2024-09-09T18:33:00Z,19197347,119361,0,1,link_direto,canal,nenhum,link_direto,1,1
qSEhd7epH-A,Matuê,Maria,2024-09-09T18:33:00Z,8038001,45406,0,1,link_direto,canal,nenhum,link_direto,1,1
rtpIJpslDeI,Matuê,Imagina esse Cenário,2024-09-09T18:33:00Z,8432272,47233,0,1,link_direto,canal,nenhum,link_direto,1,1
tyzaNKzSvS4,Matuê,1993,2024-09-09T18:33:00Z,8544149,48184,0,1,link_direto,canal,nenhum,link_direto,1,1
pe3fkLBu9BI,Matuê,Honey Babe,2024-08-06T00:00:35Z,608426,5923,0,1,link_direto,canal,nenhum,link_direto,1,1
rV5WR8I5QLo,Matuê,Honey Babe,2024-08-06T00:00:23Z,3636191,25359,0,1,link_direto,canal,nenhum,link_direto,1,1
